SN,Filename,Title of Song,Url,Language,Lyrics,Genre,Meaning of Song,Sentiment,Onset_Strength,Chroma_Shift,HPSS,Zero_Crossing_Rate,MFCC
255,Segment_3_Joey B - U x Me.mp3,Joey B - U x Me,https://www.youtube.com/watch?v=e2ZxY_YcB_c,English,"You and I, we need to talk
Dadie anoma (the bird),
will take my letter to love
Those small, small fights
we should have them then avoid them
But that's exactly what even makes me miss you more
I don't know what is wrong with expressing how I feel
You don't know what is wrong, especially how I feel
Love, that's how it feels, so I don't turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no
The issue is small but you've made it big
What have I not said, have you heard me?
Today, fight, tomorrow you will see and we'll talk
I don't even care to call it a bother
But I think about it before I sleep
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Got me going like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no
I donât know what is wrong with expressing how I feel
You donât know what is wrong, especially how I feel
Love, that's how it feels, so I donât turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no",Soul,"The song expresses the ups and downs of a romantic relationship, where despite small fights and misunderstandings, the couple's love and attraction remain strong. The singer is torn between expressing their feelings and making up, emphasizing the desire to stay together and not break up over minor issues.





",Positve,1.3196524,0.5482677,8.487132e-05,0.05021746134020619,"[-1.83100052e+02  1.31023453e+02  4.18823957e-01  4.74927826e+01
 -2.18893790e+00  1.93848743e+01 -1.03813925e+01  9.87178802e+00
  7.82928038e+00  3.40908909e+00 -2.34702158e+00  3.33618283e+00
  2.02635479e+00  2.98351240e+00  1.30061126e+00 -4.09497404e+00
  5.71371984e+00  1.15996933e+00  8.48550677e-01 -2.35682702e+00
  1.59278131e+00 -4.72614527e-01  2.08951402e+00 -7.54583836e-01
  1.17579460e+00 -3.85296249e+00 -3.00253582e+00 -1.82053995e+00
 -4.31491137e+00  1.01386058e+00 -1.77018249e+00 -3.05777335e+00
 -2.67505360e+00  3.74545865e-02 -1.53848267e+00 -7.38178372e-01
 -2.89533615e+00  2.40689445e+00 -1.60198879e+00  1.81053555e+00]"
256,Segment_4_Joey B - U x Me.mp3,Joey B - U x Me,https://www.youtube.com/watch?v=e2ZxY_YcB_c,English,"You and I, we need to talk
Dadie anoma (the bird),
will take my letter to love
Those small, small fights
we should have them then avoid them
But that's exactly what even makes me miss you more
I don't know what is wrong with expressing how I feel
You don't know what is wrong, especially how I feel
Love, that's how it feels, so I don't turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no
The issue is small but you've made it big
What have I not said, have you heard me?
Today, fight, tomorrow you will see and we'll talk
I don't even care to call it a bother
But I think about it before I sleep
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Got me going like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no
I donât know what is wrong with expressing how I feel
You donât know what is wrong, especially how I feel
Love, that's how it feels, so I donât turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no",Soul,"The song expresses the ups and downs of a romantic relationship, where despite small fights and misunderstandings, the couple's love and attraction remain strong. The singer is torn between expressing their feelings and making up, emphasizing the desire to stay together and not break up over minor issues.





",Positve,1.2751963,0.51307154,-2.0650676e-05,0.04841545073755116,"[-1.4882298e+02  1.3199179e+02  6.9151378e+00  5.5664429e+01
 -1.4902636e+01  2.4744127e+01 -1.2196812e+01  9.8700800e+00
  9.7105849e-01  3.6096964e+00 -3.4926710e+00  3.5534930e+00
  3.4582083e+00  5.8905005e+00  2.4681063e+00 -6.2625690e+00
  8.2381649e+00  1.1687146e+00  1.0741696e+00 -3.9304323e+00
  5.3329331e-01 -9.0998971e-01  3.0587757e+00 -1.7853527e+00
  1.0520120e+00 -2.8905005e+00 -8.9177990e-01 -2.6483631e+00
 -3.9169002e+00  1.6952715e+00 -3.4537485e+00 -1.5117644e+00
 -3.5088892e+00  4.6597984e-01 -2.2303796e+00 -4.9157104e-01
 -1.9102572e+00  2.1642365e+00 -1.5259298e+00  1.0390465e-01]"
257,Segment_5_Joey B - U x Me.mp3,Joey B - U x Me,https://www.youtube.com/watch?v=e2ZxY_YcB_c,English,"You and I, we need to talk
Dadie anoma (the bird),
will take my letter to love
Those small, small fights
we should have them then avoid them
But that's exactly what even makes me miss you more
I don't know what is wrong with expressing how I feel
You don't know what is wrong, especially how I feel
Love, that's how it feels, so I don't turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no
The issue is small but you've made it big
What have I not said, have you heard me?
Today, fight, tomorrow you will see and we'll talk
I don't even care to call it a bother
But I think about it before I sleep
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Got me going like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no
I donât know what is wrong with expressing how I feel
You donât know what is wrong, especially how I feel
Love, that's how it feels, so I donât turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no",Soul,"The song expresses the ups and downs of a romantic relationship, where despite small fights and misunderstandings, the couple's love and attraction remain strong. The singer is torn between expressing their feelings and making up, emphasizing the desire to stay together and not break up over minor issues.





",Positve,1.3255123,0.53551584,0.00017203606,0.038580587635869565,"[-1.4913332e+02  1.4831952e+02 -2.4726421e-01  4.5565704e+01
 -9.4032612e+00  2.6589722e+01 -7.6792960e+00  9.2418060e+00
  3.9784746e+00  4.8166199e+00  1.5183216e+00  2.1250756e+00
  3.2020795e+00  6.5799160e+00  3.2580280e+00 -1.9543418e+00
  5.8009381e+00  6.8657053e-01  3.6053371e+00 -6.0833913e-01
  4.8330307e-01 -2.8467307e+00  3.1691802e+00  1.1189772e+00
  3.4413092e+00  4.7809989e-03  5.5693197e-01 -7.9320627e-01
 -3.3975551e+00  9.5872247e-01 -2.5643337e-01  2.6075616e+00
 -2.3769102e+00 -7.6157624e-01 -1.1077259e+00 -1.5174557e+00
 -2.8185637e+00  3.2506380e+00  4.5955491e-01 -1.0633482e+00]"
258,Segment_6_Joey B - U x Me.mp3,Joey B - U x Me,https://www.youtube.com/watch?v=e2ZxY_YcB_c,English,"You and I, we need to talk
Dadie anoma (the bird),
will take my letter to love
Those small, small fights
we should have them then avoid them
But that's exactly what even makes me miss you more
I don't know what is wrong with expressing how I feel
You don't know what is wrong, especially how I feel
Love, that's how it feels, so I don't turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no
The issue is small but you've made it big
What have I not said, have you heard me?
Today, fight, tomorrow you will see and we'll talk
I don't even care to call it a bother
But I think about it before I sleep
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Got me going like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no
I donât know what is wrong with expressing how I feel
You donât know what is wrong, especially how I feel
Love, that's how it feels, so I donât turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no",Soul,"The song expresses the ups and downs of a romantic relationship, where despite small fights and misunderstandings, the couple's love and attraction remain strong. The singer is torn between expressing their feelings and making up, emphasizing the desire to stay together and not break up over minor issues.





",Positve,1.3007088,0.53457135,2.8206256e-05,0.05737059225154679,"[-2.0236110e+02  1.3548552e+02 -3.3722758e+00  3.8981724e+01
  5.1966152e+00  1.1421837e+01 -1.4168791e+01  4.8493428e+00
  2.2856677e+00  5.0524583e+00  1.1970539e+00  2.5836596e+00
  2.1263318e+00  5.0921016e+00  1.7370092e+00 -1.2209289e+00
  8.0705214e+00  1.6173924e+00  3.4123106e+00 -2.6478581e+00
 -4.6206579e-01  6.0431600e-01  2.2406497e+00 -2.8977546e-01
 -1.8479173e-01 -2.5213635e+00 -1.8842645e+00 -1.9319065e+00
 -1.9678359e+00  9.8917150e-01 -9.6342611e-01 -5.5804712e-01
 -4.4829855e+00 -3.3293471e-01  4.1017470e-01 -2.6581972e+00
 -3.8861229e+00 -5.2320915e-01 -1.6160486e+00  1.0309412e+00]"
259,Segment_7_Joey B - U x Me.mp3,Joey B - U x Me,https://www.youtube.com/watch?v=e2ZxY_YcB_c,English,"You and I, we need to talk
Dadie anoma (the bird),
will take my letter to love
Those small, small fights
we should have them then avoid them
But that's exactly what even makes me miss you more
I don't know what is wrong with expressing how I feel
You don't know what is wrong, especially how I feel
Love, that's how it feels, so I don't turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no
The issue is small but you've made it big
What have I not said, have you heard me?
Today, fight, tomorrow you will see and we'll talk
I don't even care to call it a bother
But I think about it before I sleep
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Got me going like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no
I donât know what is wrong with expressing how I feel
You donât know what is wrong, especially how I feel
Love, that's how it feels, so I donât turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no",Soul,"The song expresses the ups and downs of a romantic relationship, where despite small fights and misunderstandings, the couple's love and attraction remain strong. The singer is torn between expressing their feelings and making up, emphasizing the desire to stay together and not break up over minor issues.





",Positve,1.271855,0.5530689,0.000109815934,0.04351239127174565,"[-1.51699219e+02  1.33254944e+02  3.58585501e+00  5.42395287e+01
 -1.11183786e+01  2.38439865e+01 -1.04775305e+01  9.77665997e+00
  6.41724157e+00  7.73390293e+00 -1.95499241e+00  5.41466141e+00
  4.69018364e+00  5.68208313e+00  1.47045040e+00 -4.26450539e+00
  7.95460653e+00  1.06965232e+00  2.34943795e+00 -2.15819573e+00
  1.40778518e+00 -9.50367093e-01  3.03760147e+00 -2.15680146e+00
  1.92862177e+00 -3.69356465e+00 -2.58933473e+00 -2.06489944e+00
 -2.73429728e+00  2.65907025e+00 -3.12252140e+00 -1.69254756e+00
 -3.14310241e+00 -1.95396826e-01 -3.37988281e+00 -2.21046209e+00
 -3.46109366e+00  1.30410612e+00 -3.02502370e+00 -1.24884926e-01]"
260,Segment_8_Joey B - U x Me.mp3,Joey B - U x Me,https://www.youtube.com/watch?v=e2ZxY_YcB_c,English,"You and I, we need to talk
Dadie anoma (the bird),
will take my letter to love
Those small, small fights
we should have them then avoid them
But that's exactly what even makes me miss you more
I don't know what is wrong with expressing how I feel
You don't know what is wrong, especially how I feel
Love, that's how it feels, so I don't turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no
The issue is small but you've made it big
What have I not said, have you heard me?
Today, fight, tomorrow you will see and we'll talk
I don't even care to call it a bother
But I think about it before I sleep
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Got me going like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no
I donât know what is wrong with expressing how I feel
You donât know what is wrong, especially how I feel
Love, that's how it feels, so I donât turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no",Soul,"The song expresses the ups and downs of a romantic relationship, where despite small fights and misunderstandings, the couple's love and attraction remain strong. The singer is torn between expressing their feelings and making up, emphasizing the desire to stay together and not break up over minor issues.





",Positve,1.3275371,0.5478161,0.00037468356,0.040709754760587864,"[-1.4883357e+02  1.3689476e+02  8.5261707e+00  5.7672913e+01
 -1.0659989e+01  2.8000872e+01 -1.0432034e+01  8.5158281e+00
  4.6981874e+00  3.7067146e+00 -1.3396977e+00  4.5773458e+00
  3.4494107e+00  5.6081748e+00  3.4120581e+00 -4.8448219e+00
  5.8335018e+00  1.0210170e+00  2.4800456e+00 -1.8301138e+00
  1.5728662e+00 -1.1002825e-01  3.2610416e+00 -1.5868820e+00
  9.6557254e-01 -2.5423412e+00  3.8080126e-01 -7.7510697e-01
 -2.7137184e+00  2.3444371e+00 -1.5569695e+00  7.9533148e-01
 -2.4072058e+00  5.2523494e-01 -1.0613990e+00 -4.8289546e-01
 -1.8941555e+00  1.9871743e+00 -1.4651860e+00 -2.1747282e-01]"
261,Segment_9_Joey B - U x Me.mp3,Joey B - U x Me,https://www.youtube.com/watch?v=e2ZxY_YcB_c,English,"You and I, we need to talk
Dadie anoma (the bird),
will take my letter to love
Those small, small fights
we should have them then avoid them
But that's exactly what even makes me miss you more
I don't know what is wrong with expressing how I feel
You don't know what is wrong, especially how I feel
Love, that's how it feels, so I don't turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no
The issue is small but you've made it big
What have I not said, have you heard me?
Today, fight, tomorrow you will see and we'll talk
I don't even care to call it a bother
But I think about it before I sleep
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Got me going like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no
I donât know what is wrong with expressing how I feel
You donât know what is wrong, especially how I feel
Love, that's how it feels, so I donât turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no",Soul,"The song expresses the ups and downs of a romantic relationship, where despite small fights and misunderstandings, the couple's love and attraction remain strong. The singer is torn between expressing their feelings and making up, emphasizing the desire to stay together and not break up over minor issues.





",Positve,1.1435754,0.465065,1.7492219e-05,0.03387973397810829,"[-199.95735     152.48183      22.167847     41.311626     -6.838089
   15.134734    -13.694072      0.7643759     1.5688565     5.5106554
    2.8073769     1.63466       2.566815      6.07623       3.1621847
   -0.96635705    4.9206333    -0.35005164    1.2468281    -2.9455533
   -1.9483558    -3.2448008     1.7194756     1.4157745     3.4839036
    2.0240927     0.7824536    -2.4862366    -2.8889287     1.4219613
   -0.40487656    0.65322816   -2.1709704    -0.58867365   -1.1792585
   -1.5019466    -2.2908168     2.8012        1.0659183    -0.39261574]"
262,Segment_10_Joey B - U x Me.mp3,Joey B - U x Me,https://www.youtube.com/watch?v=e2ZxY_YcB_c,English,"You and I, we need to talk
Dadie anoma (the bird),
will take my letter to love
Those small, small fights
we should have them then avoid them
But that's exactly what even makes me miss you more
I don't know what is wrong with expressing how I feel
You don't know what is wrong, especially how I feel
Love, that's how it feels, so I don't turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no
The issue is small but you've made it big
What have I not said, have you heard me?
Today, fight, tomorrow you will see and we'll talk
I don't even care to call it a bother
But I think about it before I sleep
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Got me going like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no
I donât know what is wrong with expressing how I feel
You donât know what is wrong, especially how I feel
Love, that's how it feels, so I donât turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no",Soul,"The song expresses the ups and downs of a romantic relationship, where despite small fights and misunderstandings, the couple's love and attraction remain strong. The singer is torn between expressing their feelings and making up, emphasizing the desire to stay together and not break up over minor issues.





",Positve,0.87474346,0.39151993,-2.9397157e-05,0.03258202292702415,"[-3.0778540e+02  1.4904095e+02  2.5255768e+01  3.8189999e+01
  1.0995916e+01  8.9763956e+00  1.6240386e+00  5.8381877e+00
 -2.8126867e+00 -3.0006125e+00  3.7354639e+00 -6.9732249e-01
 -2.0546293e+00 -4.1666842e+00  5.9628713e-01 -1.9264808e+00
 -4.6825247e+00 -5.5664152e-01 -2.1578188e+00 -4.2110882e+00
 -4.5740123e+00 -5.0170069e+00 -7.1601444e-01 -1.1715070e+00
  2.6851766e+00  2.6418650e+00  5.7510787e-01  1.3860745e+00
 -9.7611237e-01  3.1568263e+00  1.0527757e+00 -9.2908669e-01
  1.9369382e+00 -1.1106659e+00 -3.0429397e+00 -1.3360457e+00
 -1.9806323e+00  2.9791400e-01  1.3309089e+00 -2.0144331e+00]"
263,Segment_11_Joey B - U x Me.mp3,Joey B - U x Me,https://www.youtube.com/watch?v=e2ZxY_YcB_c,English,"You and I, we need to talk
Dadie anoma (the bird),
will take my letter to love
Those small, small fights
we should have them then avoid them
But that's exactly what even makes me miss you more
I don't know what is wrong with expressing how I feel
You don't know what is wrong, especially how I feel
Love, that's how it feels, so I don't turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no
The issue is small but you've made it big
What have I not said, have you heard me?
Today, fight, tomorrow you will see and we'll talk
I don't even care to call it a bother
But I think about it before I sleep
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Got me going like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no
I donât know what is wrong with expressing how I feel
You donât know what is wrong, especially how I feel
Love, that's how it feels, so I donât turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no",Soul,"The song expresses the ups and downs of a romantic relationship, where despite small fights and misunderstandings, the couple's love and attraction remain strong. The singer is torn between expressing their feelings and making up, emphasizing the desire to stay together and not break up over minor issues.





",Positve,1.3395847,0.5291797,0.00026049744,0.04022299900718608,"[-178.18642     134.05524      20.832596     49.611183    -19.225622
   27.940453     -6.404006     10.919736      4.5045123     7.8051205
   -0.27520356    0.42315018    4.244286      7.924232      3.5894501
   -1.8295404     8.015167      1.9433641     4.400078     -1.7981223
    1.4291238    -0.71671087    4.982798      0.9468517    -0.5571683
   -1.7973579     1.9052011    -1.8372821    -3.169489      2.5311296
   -1.3617308     0.8299197    -4.0180984    -0.7527471    -0.46526814
   -2.183674     -3.666767      1.3834469    -2.5475776     0.22442862]"
264,Segment_12_Joey B - U x Me.mp3,Joey B - U x Me,https://www.youtube.com/watch?v=e2ZxY_YcB_c,English,"You and I, we need to talk
Dadie anoma (the bird),
will take my letter to love
Those small, small fights
we should have them then avoid them
But that's exactly what even makes me miss you more
I don't know what is wrong with expressing how I feel
You don't know what is wrong, especially how I feel
Love, that's how it feels, so I don't turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no
The issue is small but you've made it big
What have I not said, have you heard me?
Today, fight, tomorrow you will see and we'll talk
I don't even care to call it a bother
But I think about it before I sleep
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Got me going like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no
I donât know what is wrong with expressing how I feel
You donât know what is wrong, especially how I feel
Love, that's how it feels, so I donât turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no",Soul,"The song expresses the ups and downs of a romantic relationship, where despite small fights and misunderstandings, the couple's love and attraction remain strong. The singer is torn between expressing their feelings and making up, emphasizing the desire to stay together and not break up over minor issues.





",Positve,1.3957297,0.5497408,0.00017231498,0.031599512640035375,"[-1.9631834e+02  1.5354407e+02  9.1713915e+00  4.3281342e+01
  1.1670139e+01  1.2341240e+01 -1.0520526e+01  6.0884910e+00
  3.2714701e+00  7.9661274e+00  3.5558431e+00  3.0910425e+00
  2.4956412e+00  4.9744735e+00  3.1533957e+00  1.0643187e+00
  7.0645051e+00  1.8889028e+00  7.5908035e-01 -3.4954448e+00
 -1.6067208e-01  2.9961711e-01  4.3486013e+00  2.0711515e+00
  3.5631828e+00  2.9034552e-01  3.7004650e-02 -6.1836946e-01
 -3.1368729e-01  1.9846952e+00  3.9617950e-01  1.2854732e+00
 -3.7509151e+00  4.2195603e-01  1.6522970e+00 -2.8964350e-01
 -1.8135558e+00  4.8955950e-01 -1.8661131e+00 -3.3368942e-01]"
265,Segment_13_Joey B - U x Me.mp3,Joey B - U x Me,https://www.youtube.com/watch?v=e2ZxY_YcB_c,English,"You and I, we need to talk
Dadie anoma (the bird),
will take my letter to love
Those small, small fights
we should have them then avoid them
But that's exactly what even makes me miss you more
I don't know what is wrong with expressing how I feel
You don't know what is wrong, especially how I feel
Love, that's how it feels, so I don't turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no
The issue is small but you've made it big
What have I not said, have you heard me?
Today, fight, tomorrow you will see and we'll talk
I don't even care to call it a bother
But I think about it before I sleep
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Got me going like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no
I donât know what is wrong with expressing how I feel
You donât know what is wrong, especially how I feel
Love, that's how it feels, so I donât turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no",Soul,"The song expresses the ups and downs of a romantic relationship, where despite small fights and misunderstandings, the couple's love and attraction remain strong. The singer is torn between expressing their feelings and making up, emphasizing the desire to stay together and not break up over minor issues.





",Positve,1.1689615,0.49082118,-7.743557e-05,0.034306233976848975,"[-2.3065086e+02  1.4550974e+02  9.2359095e+00  2.4600115e+01
 -7.6879129e+00  8.1625366e+00  3.2765155e+00  6.0259871e+00
 -3.8296676e+00  7.0822221e-01  3.9877818e+00  3.9152770e+00
  2.9171846e+00  6.7204237e+00  2.3704755e+00 -6.6437745e+00
  4.3927011e+00  3.1060405e+00  1.0429341e-01 -3.2579679e+00
 -1.9810016e+00  5.1577967e-01 -1.4059018e+00 -1.8486552e+00
  6.5624289e-02 -1.1960493e+00 -9.6530086e-01 -4.4168057e+00
 -5.1779222e-01  1.3472592e+00 -2.9538121e+00  8.6301357e-02
 -7.4964100e-01 -2.7214687e+00 -2.5207140e+00 -2.2138791e+00
 -3.9606380e+00  1.3720076e+00  3.1894809e-01  1.1913958e+00]"
266,Segment_14_Joey B - U x Me.mp3,Joey B - U x Me,https://www.youtube.com/watch?v=e2ZxY_YcB_c,English,"You and I, we need to talk
Dadie anoma (the bird),
will take my letter to love
Those small, small fights
we should have them then avoid them
But that's exactly what even makes me miss you more
I don't know what is wrong with expressing how I feel
You don't know what is wrong, especially how I feel
Love, that's how it feels, so I don't turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no
The issue is small but you've made it big
What have I not said, have you heard me?
Today, fight, tomorrow you will see and we'll talk
I don't even care to call it a bother
But I think about it before I sleep
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Love, I am stubborn, and so are you
I often chase after you, and you chase after me too
Got me going like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no
I donât know what is wrong with expressing how I feel
You donât know what is wrong, especially how I feel
Love, that's how it feels, so I donât turn my back on you
You know you're the reason I'm going to sing this song
You got me singing like you, me, K-I-S-S-I-N-G now
You, me. Small fights are no big deal
You, me, F-U-C-K-I-N-G now
Maybe we should make up, we donât have to break up, oh no",Soul,"The song expresses the ups and downs of a romantic relationship, where despite small fights and misunderstandings, the couple's love and attraction remain strong. The singer is torn between expressing their feelings and making up, emphasizing the desire to stay together and not break up over minor issues.





",Positve,0.99900967,0.50961345,-5.991758e-06,0.04592216226198293,"[-3.8636371e+02  1.3200002e+02  5.7628140e+00  4.3042011e+01
 -2.0012896e+01  1.5428779e+01 -4.2462034e+00  9.6963797e+00
 -8.8103247e+00 -8.6055881e-01 -4.7572594e+00  3.8687139e+00
 -4.1938753e+00 -2.0841449e-01 -3.3871408e+00 -1.0236241e+01
  1.5505629e+00 -4.0459352e+00 -3.7616122e-01 -7.3929224e+00
 -1.6272651e+00 -4.0409203e+00 -5.8174706e-01 -5.6312199e+00
 -1.7990689e+00 -5.7488985e+00 -3.3230643e+00 -5.2351336e+00
 -3.3107572e+00  1.8093295e+00 -5.0885363e+00 -4.7189364e-01
 -1.2016273e+00 -6.6132411e-02 -2.1978159e+00  1.1701761e+00
 -4.3307557e+00  1.9464712e+00 -1.0276415e+00  1.1701494e+00]"
