SN,Filename,Title of Song,URL,Type,Language,Sentiment,Lyrics,Genre,Meaning of Song
276,"Segment_8_Reggie - Oh Ma Linda feat. O'Kenneth, Jaybahd & Kwaku DMC.mp4","Reggie - Oh Ma Linda feat. O'Kenneth, Jaybahd & Kwaku DMC",https://www.youtube.com/watch?v=23svAInNp3E,MP4,Twi,Neutral,"Two Guys, Two Guys
Asakaa, what’s up?
One, two, three, yo
Let’s go to the red room, that’s where I like
The girl is too fine, she's the one I want
I sold my TV, but her body is what I want to see
She’s a brown-skinned baby girl, and she brings me joy
Tinga-linga-linga, tingalingaling
We’re mixing codeine with Benylin
I’ve prepared some things, just a little of it and I feel strong
God, forgive my sins, tonight I might do wrong
She brings Rosemary Lagata
I give her some weed, ratata
I mix her lean with Fanta
She doesn’t know I’m just a street boy, and my money is running out
I’m a street guy who speaks his mind
If you don’t act too tough, I’ll lay with you
I’ve prepared things, I’m excited
Tonight, if I press on you, there will be an issue
Tonight, if I press on you, you’ll call out my name, Jay Bahd
Yeah, tonight if I press on you, you’ll get tired
Tonight if I press on you, you’ll say, 'Oh, Jay Bahd'
Tonight if I press on you, things will happen
Over time, I've moved away
I’ve added a lot to myself, and she still comes back to me
Look, I’ve met a beautiful woman who wants to follow me
But she's a traditional girl, and her parents want her to be modest
She’s not too wild, she’s reserved
She’s composed, and when I see her, I get excited
A traditional girl, she respects me, but still teases
She doesn’t show off too much
I keep calling, 'Oh, my Linda, Linda
Check your calendar
If the day is open, let’s spend time together'
She says she feels me, so even if I don’t sleep, I don’t mind
If she entices me, I can’t resist
She talks about personal things, sharing hidden stories
The money is there, she’ll handle it well
The money is there, she’ll handle it well
I keep watching her, admiring, and I just reach for a drink
On this side, we are loyal, we respect women
So forget about Ato and Amponsah
Come, come, let me lay you down
I won’t just undress you; I’ll place you carefully
She says I’m well-mannered
I couldn’t give her water or clear the path for her
Linda, you’re in my heart, that’s why I don’t sleep
You blocked my calls, but I texted you on Tinder
Check your time, check your calendar
I’m at your door, that’s why I came
I’m entering your world
We’re in an estate, 'Buokrom'
Entering her world, spoiling her
Ice Cream man is here, filling her world
I keep calling, 'Oh, my Linda, Linda
Check your calendar
If you’re free, let’s spend time together'
She says she feels me, so I don’t mind staying awake
If her charm grabs me, I can’t complain
She shares her secrets and hidden stories
The money is there; she'll use it well
Stitches on this one, on the mix
Notice Beat","HipHop,Asakaa","The song Oh Ma Linda by Reggie, O'Kenneth, Jay Bahd, and Kwaku DMC is about infatuation and desire, describing the relationship between the artists and a girl named Linda. They depict Linda as attractive, intriguing, and charming, with lyrics expressing a deep fascination with her. They portray their admiration by emphasizing moments of spending time together, sharing secrets, and longing to impress and connect with her. Throughout, there's a blend of street-life bravado and romantic tension, with the artists highlighting both the excitement and complexity of their pursuit of Linda, along with the lavish lifestyle they want to share with her.





"
277,"Segment_9_Reggie - Oh Ma Linda feat. O'Kenneth, Jaybahd & Kwaku DMC.mp4","Reggie - Oh Ma Linda feat. O'Kenneth, Jaybahd & Kwaku DMC",https://www.youtube.com/watch?v=23svAInNp3E,MP4,Twi,Neutral,"Two Guys, Two Guys
Asakaa, what’s up?
One, two, three, yo
Let’s go to the red room, that’s where I like
The girl is too fine, she's the one I want
I sold my TV, but her body is what I want to see
She’s a brown-skinned baby girl, and she brings me joy
Tinga-linga-linga, tingalingaling
We’re mixing codeine with Benylin
I’ve prepared some things, just a little of it and I feel strong
God, forgive my sins, tonight I might do wrong
She brings Rosemary Lagata
I give her some weed, ratata
I mix her lean with Fanta
She doesn’t know I’m just a street boy, and my money is running out
I’m a street guy who speaks his mind
If you don’t act too tough, I’ll lay with you
I’ve prepared things, I’m excited
Tonight, if I press on you, there will be an issue
Tonight, if I press on you, you’ll call out my name, Jay Bahd
Yeah, tonight if I press on you, you’ll get tired
Tonight if I press on you, you’ll say, 'Oh, Jay Bahd'
Tonight if I press on you, things will happen
Over time, I've moved away
I’ve added a lot to myself, and she still comes back to me
Look, I’ve met a beautiful woman who wants to follow me
But she's a traditional girl, and her parents want her to be modest
She’s not too wild, she’s reserved
She’s composed, and when I see her, I get excited
A traditional girl, she respects me, but still teases
She doesn’t show off too much
I keep calling, 'Oh, my Linda, Linda
Check your calendar
If the day is open, let’s spend time together'
She says she feels me, so even if I don’t sleep, I don’t mind
If she entices me, I can’t resist
She talks about personal things, sharing hidden stories
The money is there, she’ll handle it well
The money is there, she’ll handle it well
I keep watching her, admiring, and I just reach for a drink
On this side, we are loyal, we respect women
So forget about Ato and Amponsah
Come, come, let me lay you down
I won’t just undress you; I’ll place you carefully
She says I’m well-mannered
I couldn’t give her water or clear the path for her
Linda, you’re in my heart, that’s why I don’t sleep
You blocked my calls, but I texted you on Tinder
Check your time, check your calendar
I’m at your door, that’s why I came
I’m entering your world
We’re in an estate, 'Buokrom'
Entering her world, spoiling her
Ice Cream man is here, filling her world
I keep calling, 'Oh, my Linda, Linda
Check your calendar
If you’re free, let’s spend time together'
She says she feels me, so I don’t mind staying awake
If her charm grabs me, I can’t complain
She shares her secrets and hidden stories
The money is there; she'll use it well
Stitches on this one, on the mix
Notice Beat","HipHop,Asakaa","The song Oh Ma Linda by Reggie, O'Kenneth, Jay Bahd, and Kwaku DMC is about infatuation and desire, describing the relationship between the artists and a girl named Linda. They depict Linda as attractive, intriguing, and charming, with lyrics expressing a deep fascination with her. They portray their admiration by emphasizing moments of spending time together, sharing secrets, and longing to impress and connect with her. Throughout, there's a blend of street-life bravado and romantic tension, with the artists highlighting both the excitement and complexity of their pursuit of Linda, along with the lavish lifestyle they want to share with her.





"
278,"Segment_10_Reggie - Oh Ma Linda feat. O'Kenneth, Jaybahd & Kwaku DMC.mp4","Reggie - Oh Ma Linda feat. O'Kenneth, Jaybahd & Kwaku DMC",https://www.youtube.com/watch?v=23svAInNp3E,MP4,Twi,Neutral,"Two Guys, Two Guys
Asakaa, what’s up?
One, two, three, yo
Let’s go to the red room, that’s where I like
The girl is too fine, she's the one I want
I sold my TV, but her body is what I want to see
She’s a brown-skinned baby girl, and she brings me joy
Tinga-linga-linga, tingalingaling
We’re mixing codeine with Benylin
I’ve prepared some things, just a little of it and I feel strong
God, forgive my sins, tonight I might do wrong
She brings Rosemary Lagata
I give her some weed, ratata
I mix her lean with Fanta
She doesn’t know I’m just a street boy, and my money is running out
I’m a street guy who speaks his mind
If you don’t act too tough, I’ll lay with you
I’ve prepared things, I’m excited
Tonight, if I press on you, there will be an issue
Tonight, if I press on you, you’ll call out my name, Jay Bahd
Yeah, tonight if I press on you, you’ll get tired
Tonight if I press on you, you’ll say, 'Oh, Jay Bahd'
Tonight if I press on you, things will happen
Over time, I've moved away
I’ve added a lot to myself, and she still comes back to me
Look, I’ve met a beautiful woman who wants to follow me
But she's a traditional girl, and her parents want her to be modest
She’s not too wild, she’s reserved
She’s composed, and when I see her, I get excited
A traditional girl, she respects me, but still teases
She doesn’t show off too much
I keep calling, 'Oh, my Linda, Linda
Check your calendar
If the day is open, let’s spend time together'
She says she feels me, so even if I don’t sleep, I don’t mind
If she entices me, I can’t resist
She talks about personal things, sharing hidden stories
The money is there, she’ll handle it well
The money is there, she’ll handle it well
I keep watching her, admiring, and I just reach for a drink
On this side, we are loyal, we respect women
So forget about Ato and Amponsah
Come, come, let me lay you down
I won’t just undress you; I’ll place you carefully
She says I’m well-mannered
I couldn’t give her water or clear the path for her
Linda, you’re in my heart, that’s why I don’t sleep
You blocked my calls, but I texted you on Tinder
Check your time, check your calendar
I’m at your door, that’s why I came
I’m entering your world
We’re in an estate, 'Buokrom'
Entering her world, spoiling her
Ice Cream man is here, filling her world
I keep calling, 'Oh, my Linda, Linda
Check your calendar
If you’re free, let’s spend time together'
She says she feels me, so I don’t mind staying awake
If her charm grabs me, I can’t complain
She shares her secrets and hidden stories
The money is there; she'll use it well
Stitches on this one, on the mix
Notice Beat","HipHop,Asakaa","The song Oh Ma Linda by Reggie, O'Kenneth, Jay Bahd, and Kwaku DMC is about infatuation and desire, describing the relationship between the artists and a girl named Linda. They depict Linda as attractive, intriguing, and charming, with lyrics expressing a deep fascination with her. They portray their admiration by emphasizing moments of spending time together, sharing secrets, and longing to impress and connect with her. Throughout, there's a blend of street-life bravado and romantic tension, with the artists highlighting both the excitement and complexity of their pursuit of Linda, along with the lavish lifestyle they want to share with her.





"
279,"Segment_11_Reggie - Oh Ma Linda feat. O'Kenneth, Jaybahd & Kwaku DMC.mp4","Reggie - Oh Ma Linda feat. O'Kenneth, Jaybahd & Kwaku DMC",https://www.youtube.com/watch?v=23svAInNp3E,MP4,Twi,Neutral,"Two Guys, Two Guys
Asakaa, what’s up?
One, two, three, yo
Let’s go to the red room, that’s where I like
The girl is too fine, she's the one I want
I sold my TV, but her body is what I want to see
She’s a brown-skinned baby girl, and she brings me joy
Tinga-linga-linga, tingalingaling
We’re mixing codeine with Benylin
I’ve prepared some things, just a little of it and I feel strong
God, forgive my sins, tonight I might do wrong
She brings Rosemary Lagata
I give her some weed, ratata
I mix her lean with Fanta
She doesn’t know I’m just a street boy, and my money is running out
I’m a street guy who speaks his mind
If you don’t act too tough, I’ll lay with you
I’ve prepared things, I’m excited
Tonight, if I press on you, there will be an issue
Tonight, if I press on you, you’ll call out my name, Jay Bahd
Yeah, tonight if I press on you, you’ll get tired
Tonight if I press on you, you’ll say, 'Oh, Jay Bahd'
Tonight if I press on you, things will happen
Over time, I've moved away
I’ve added a lot to myself, and she still comes back to me
Look, I’ve met a beautiful woman who wants to follow me
But she's a traditional girl, and her parents want her to be modest
She’s not too wild, she’s reserved
She’s composed, and when I see her, I get excited
A traditional girl, she respects me, but still teases
She doesn’t show off too much
I keep calling, 'Oh, my Linda, Linda
Check your calendar
If the day is open, let’s spend time together'
She says she feels me, so even if I don’t sleep, I don’t mind
If she entices me, I can’t resist
She talks about personal things, sharing hidden stories
The money is there, she’ll handle it well
The money is there, she’ll handle it well
I keep watching her, admiring, and I just reach for a drink
On this side, we are loyal, we respect women
So forget about Ato and Amponsah
Come, come, let me lay you down
I won’t just undress you; I’ll place you carefully
She says I’m well-mannered
I couldn’t give her water or clear the path for her
Linda, you’re in my heart, that’s why I don’t sleep
You blocked my calls, but I texted you on Tinder
Check your time, check your calendar
I’m at your door, that’s why I came
I’m entering your world
We’re in an estate, 'Buokrom'
Entering her world, spoiling her
Ice Cream man is here, filling her world
I keep calling, 'Oh, my Linda, Linda
Check your calendar
If you’re free, let’s spend time together'
She says she feels me, so I don’t mind staying awake
If her charm grabs me, I can’t complain
She shares her secrets and hidden stories
The money is there; she'll use it well
Stitches on this one, on the mix
Notice Beat","HipHop,Asakaa","The song Oh Ma Linda by Reggie, O'Kenneth, Jay Bahd, and Kwaku DMC is about infatuation and desire, describing the relationship between the artists and a girl named Linda. They depict Linda as attractive, intriguing, and charming, with lyrics expressing a deep fascination with her. They portray their admiration by emphasizing moments of spending time together, sharing secrets, and longing to impress and connect with her. Throughout, there's a blend of street-life bravado and romantic tension, with the artists highlighting both the excitement and complexity of their pursuit of Linda, along with the lavish lifestyle they want to share with her.





"
280,"Segment_12_Reggie - Oh Ma Linda feat. O'Kenneth, Jaybahd & Kwaku DMC.mp4","Reggie - Oh Ma Linda feat. O'Kenneth, Jaybahd & Kwaku DMC",https://www.youtube.com/watch?v=23svAInNp3E,MP4,Twi,Neutral,"Two Guys, Two Guys
Asakaa, what’s up?
One, two, three, yo
Let’s go to the red room, that’s where I like
The girl is too fine, she's the one I want
I sold my TV, but her body is what I want to see
She’s a brown-skinned baby girl, and she brings me joy
Tinga-linga-linga, tingalingaling
We’re mixing codeine with Benylin
I’ve prepared some things, just a little of it and I feel strong
God, forgive my sins, tonight I might do wrong
She brings Rosemary Lagata
I give her some weed, ratata
I mix her lean with Fanta
She doesn’t know I’m just a street boy, and my money is running out
I’m a street guy who speaks his mind
If you don’t act too tough, I’ll lay with you
I’ve prepared things, I’m excited
Tonight, if I press on you, there will be an issue
Tonight, if I press on you, you’ll call out my name, Jay Bahd
Yeah, tonight if I press on you, you’ll get tired
Tonight if I press on you, you’ll say, 'Oh, Jay Bahd'
Tonight if I press on you, things will happen
Over time, I've moved away
I’ve added a lot to myself, and she still comes back to me
Look, I’ve met a beautiful woman who wants to follow me
But she's a traditional girl, and her parents want her to be modest
She’s not too wild, she’s reserved
She’s composed, and when I see her, I get excited
A traditional girl, she respects me, but still teases
She doesn’t show off too much
I keep calling, 'Oh, my Linda, Linda
Check your calendar
If the day is open, let’s spend time together'
She says she feels me, so even if I don’t sleep, I don’t mind
If she entices me, I can’t resist
She talks about personal things, sharing hidden stories
The money is there, she’ll handle it well
The money is there, she’ll handle it well
I keep watching her, admiring, and I just reach for a drink
On this side, we are loyal, we respect women
So forget about Ato and Amponsah
Come, come, let me lay you down
I won’t just undress you; I’ll place you carefully
She says I’m well-mannered
I couldn’t give her water or clear the path for her
Linda, you’re in my heart, that’s why I don’t sleep
You blocked my calls, but I texted you on Tinder
Check your time, check your calendar
I’m at your door, that’s why I came
I’m entering your world
We’re in an estate, 'Buokrom'
Entering her world, spoiling her
Ice Cream man is here, filling her world
I keep calling, 'Oh, my Linda, Linda
Check your calendar
If you’re free, let’s spend time together'
She says she feels me, so I don’t mind staying awake
If her charm grabs me, I can’t complain
She shares her secrets and hidden stories
The money is there; she'll use it well
Stitches on this one, on the mix
Notice Beat","HipHop,Asakaa","The song Oh Ma Linda by Reggie, O'Kenneth, Jay Bahd, and Kwaku DMC is about infatuation and desire, describing the relationship between the artists and a girl named Linda. They depict Linda as attractive, intriguing, and charming, with lyrics expressing a deep fascination with her. They portray their admiration by emphasizing moments of spending time together, sharing secrets, and longing to impress and connect with her. Throughout, there's a blend of street-life bravado and romantic tension, with the artists highlighting both the excitement and complexity of their pursuit of Linda, along with the lavish lifestyle they want to share with her.





"
281,"Segment_1_Reggie - Sa Me feat. O'Kenneth, Xlimkid & City Boy.mp4","Reggie - Sa Me feat. O'Kenneth, Xlimkid & City Boy",https://www.youtube.com/watch?v=pjApTbKNbJ4,MP4,Twi,Positive,"Eh yah yah yah yah, oh oh, yeah.
I’m on a path, walking and walking, but I still haven’t arrived.
Life’s got me thinking too deep, pushing me to smoke.
Money is all I need—if you see it, tell it I’m waiting.
One head, but my heart feels like thirteen, filled with stories both real and funny.
I’m in pain, and I need money to ease it.
The one chasing me in life is the one I’m running from.
Four times over, I feel this pressure.
Yo, YGA, O’Kenneth—hear my call.
If you’re hunting me, I curse you, for that’s how you’ve shaped me.
If things had gone well, I’d be better off.
Who understands me now? I’m like a headless sheep.
I’ve barely walked, yet they ask me to run.
Money—just thinking about it drives me mad.
It’s like a wild animal, lurking; if it’s nearby, let it come find me.
Food tastes like medicine, but I eat it anyway.
Even the brightest sun casts shadows.
If you owe, pay up—these streets don’t play.
I’m struggling, feeling empty, but I still wear my colors inside.
We move together, but traps are everywhere.
Ask me what’s wrong, and I wouldn’t know where to begin.
What I see online? Much of it’s fake.
I carry heavy burdens, uncertain of what troubles me the most.
All these struggles are for the hustle.
I’ve been searching, moving forward, running far from home.
I won’t stop now, not ever, not for anything.
My heart is metal, my words come from deep within.
Yes, I’m rough around the edges, a sinner, weary from the grind.
I need relief—give me something to lift this weight.
How can I live without a penny in my pocket, without a cedi or dollar to my name?
I’ve got to go harder, got to be ready.
Life’s beating me down, and I’m losing weight.
They’ve let my troubles loose, echoing in my mind, bound and relentless.
Hi, my hand is raised as I step inside.
Life’s struggles keep me up at night, the ones holding me back, still running.
My rent is due, and they’ve sent reminders.
But no matter how hard they press, I have no money to pay.










","HipHop,Asakaa","The song expresses a deep struggle with life’s hardships, especially the relentless pursuit of money to escape poverty and ease pain. The singer feels trapped, constantly chased by invisible pressures and weighed down by unfulfilled goals. Despite the overwhelming challenges, there’s a determined resolve to keep pushing forward, even while feeling broken and misunderstood.










"
282,"Segment_2_Reggie - Sa Me feat. O'Kenneth, Xlimkid & City Boy.mp4","Reggie - Sa Me feat. O'Kenneth, Xlimkid & City Boy",https://www.youtube.com/watch?v=pjApTbKNbJ4,MP4,Twi,Positive,"Eh yah yah yah yah, oh oh, yeah.
I’m on a path, walking and walking, but I still haven’t arrived.
Life’s got me thinking too deep, pushing me to smoke.
Money is all I need—if you see it, tell it I’m waiting.
One head, but my heart feels like thirteen, filled with stories both real and funny.
I’m in pain, and I need money to ease it.
The one chasing me in life is the one I’m running from.
Four times over, I feel this pressure.
Yo, YGA, O’Kenneth—hear my call.
If you’re hunting me, I curse you, for that’s how you’ve shaped me.
If things had gone well, I’d be better off.
Who understands me now? I’m like a headless sheep.
I’ve barely walked, yet they ask me to run.
Money—just thinking about it drives me mad.
It’s like a wild animal, lurking; if it’s nearby, let it come find me.
Food tastes like medicine, but I eat it anyway.
Even the brightest sun casts shadows.
If you owe, pay up—these streets don’t play.
I’m struggling, feeling empty, but I still wear my colors inside.
We move together, but traps are everywhere.
Ask me what’s wrong, and I wouldn’t know where to begin.
What I see online? Much of it’s fake.
I carry heavy burdens, uncertain of what troubles me the most.
All these struggles are for the hustle.
I’ve been searching, moving forward, running far from home.
I won’t stop now, not ever, not for anything.
My heart is metal, my words come from deep within.
Yes, I’m rough around the edges, a sinner, weary from the grind.
I need relief—give me something to lift this weight.
How can I live without a penny in my pocket, without a cedi or dollar to my name?
I’ve got to go harder, got to be ready.
Life’s beating me down, and I’m losing weight.
They’ve let my troubles loose, echoing in my mind, bound and relentless.
Hi, my hand is raised as I step inside.
Life’s struggles keep me up at night, the ones holding me back, still running.
My rent is due, and they’ve sent reminders.
But no matter how hard they press, I have no money to pay.










","HipHop,Asakaa","The song expresses a deep struggle with life’s hardships, especially the relentless pursuit of money to escape poverty and ease pain. The singer feels trapped, constantly chased by invisible pressures and weighed down by unfulfilled goals. Despite the overwhelming challenges, there’s a determined resolve to keep pushing forward, even while feeling broken and misunderstood.










"
283,"Segment_3_Reggie - Sa Me feat. O'Kenneth, Xlimkid & City Boy.mp4","Reggie - Sa Me feat. O'Kenneth, Xlimkid & City Boy",https://www.youtube.com/watch?v=pjApTbKNbJ4,MP4,Twi,Positive,"Eh yah yah yah yah, oh oh, yeah.
I’m on a path, walking and walking, but I still haven’t arrived.
Life’s got me thinking too deep, pushing me to smoke.
Money is all I need—if you see it, tell it I’m waiting.
One head, but my heart feels like thirteen, filled with stories both real and funny.
I’m in pain, and I need money to ease it.
The one chasing me in life is the one I’m running from.
Four times over, I feel this pressure.
Yo, YGA, O’Kenneth—hear my call.
If you’re hunting me, I curse you, for that’s how you’ve shaped me.
If things had gone well, I’d be better off.
Who understands me now? I’m like a headless sheep.
I’ve barely walked, yet they ask me to run.
Money—just thinking about it drives me mad.
It’s like a wild animal, lurking; if it’s nearby, let it come find me.
Food tastes like medicine, but I eat it anyway.
Even the brightest sun casts shadows.
If you owe, pay up—these streets don’t play.
I’m struggling, feeling empty, but I still wear my colors inside.
We move together, but traps are everywhere.
Ask me what’s wrong, and I wouldn’t know where to begin.
What I see online? Much of it’s fake.
I carry heavy burdens, uncertain of what troubles me the most.
All these struggles are for the hustle.
I’ve been searching, moving forward, running far from home.
I won’t stop now, not ever, not for anything.
My heart is metal, my words come from deep within.
Yes, I’m rough around the edges, a sinner, weary from the grind.
I need relief—give me something to lift this weight.
How can I live without a penny in my pocket, without a cedi or dollar to my name?
I’ve got to go harder, got to be ready.
Life’s beating me down, and I’m losing weight.
They’ve let my troubles loose, echoing in my mind, bound and relentless.
Hi, my hand is raised as I step inside.
Life’s struggles keep me up at night, the ones holding me back, still running.
My rent is due, and they’ve sent reminders.
But no matter how hard they press, I have no money to pay.










","HipHop,Asakaa","The song expresses a deep struggle with life’s hardships, especially the relentless pursuit of money to escape poverty and ease pain. The singer feels trapped, constantly chased by invisible pressures and weighed down by unfulfilled goals. Despite the overwhelming challenges, there’s a determined resolve to keep pushing forward, even while feeling broken and misunderstood.










"
284,"Segment_4_Reggie - Sa Me feat. O'Kenneth, Xlimkid & City Boy.mp4","Reggie - Sa Me feat. O'Kenneth, Xlimkid & City Boy",https://www.youtube.com/watch?v=pjApTbKNbJ4,MP4,Twi,Positive,"Eh yah yah yah yah, oh oh, yeah.
I’m on a path, walking and walking, but I still haven’t arrived.
Life’s got me thinking too deep, pushing me to smoke.
Money is all I need—if you see it, tell it I’m waiting.
One head, but my heart feels like thirteen, filled with stories both real and funny.
I’m in pain, and I need money to ease it.
The one chasing me in life is the one I’m running from.
Four times over, I feel this pressure.
Yo, YGA, O’Kenneth—hear my call.
If you’re hunting me, I curse you, for that’s how you’ve shaped me.
If things had gone well, I’d be better off.
Who understands me now? I’m like a headless sheep.
I’ve barely walked, yet they ask me to run.
Money—just thinking about it drives me mad.
It’s like a wild animal, lurking; if it’s nearby, let it come find me.
Food tastes like medicine, but I eat it anyway.
Even the brightest sun casts shadows.
If you owe, pay up—these streets don’t play.
I’m struggling, feeling empty, but I still wear my colors inside.
We move together, but traps are everywhere.
Ask me what’s wrong, and I wouldn’t know where to begin.
What I see online? Much of it’s fake.
I carry heavy burdens, uncertain of what troubles me the most.
All these struggles are for the hustle.
I’ve been searching, moving forward, running far from home.
I won’t stop now, not ever, not for anything.
My heart is metal, my words come from deep within.
Yes, I’m rough around the edges, a sinner, weary from the grind.
I need relief—give me something to lift this weight.
How can I live without a penny in my pocket, without a cedi or dollar to my name?
I’ve got to go harder, got to be ready.
Life’s beating me down, and I’m losing weight.
They’ve let my troubles loose, echoing in my mind, bound and relentless.
Hi, my hand is raised as I step inside.
Life’s struggles keep me up at night, the ones holding me back, still running.
My rent is due, and they’ve sent reminders.
But no matter how hard they press, I have no money to pay.










","HipHop,Asakaa","The song expresses a deep struggle with life’s hardships, especially the relentless pursuit of money to escape poverty and ease pain. The singer feels trapped, constantly chased by invisible pressures and weighed down by unfulfilled goals. Despite the overwhelming challenges, there’s a determined resolve to keep pushing forward, even while feeling broken and misunderstood.










"
285,"Segment_5_Reggie - Sa Me feat. O'Kenneth, Xlimkid & City Boy.mp4","Reggie - Sa Me feat. O'Kenneth, Xlimkid & City Boy",https://www.youtube.com/watch?v=pjApTbKNbJ4,MP4,Twi,Positive,"Eh yah yah yah yah, oh oh, yeah.
I’m on a path, walking and walking, but I still haven’t arrived.
Life’s got me thinking too deep, pushing me to smoke.
Money is all I need—if you see it, tell it I’m waiting.
One head, but my heart feels like thirteen, filled with stories both real and funny.
I’m in pain, and I need money to ease it.
The one chasing me in life is the one I’m running from.
Four times over, I feel this pressure.
Yo, YGA, O’Kenneth—hear my call.
If you’re hunting me, I curse you, for that’s how you’ve shaped me.
If things had gone well, I’d be better off.
Who understands me now? I’m like a headless sheep.
I’ve barely walked, yet they ask me to run.
Money—just thinking about it drives me mad.
It’s like a wild animal, lurking; if it’s nearby, let it come find me.
Food tastes like medicine, but I eat it anyway.
Even the brightest sun casts shadows.
If you owe, pay up—these streets don’t play.
I’m struggling, feeling empty, but I still wear my colors inside.
We move together, but traps are everywhere.
Ask me what’s wrong, and I wouldn’t know where to begin.
What I see online? Much of it’s fake.
I carry heavy burdens, uncertain of what troubles me the most.
All these struggles are for the hustle.
I’ve been searching, moving forward, running far from home.
I won’t stop now, not ever, not for anything.
My heart is metal, my words come from deep within.
Yes, I’m rough around the edges, a sinner, weary from the grind.
I need relief—give me something to lift this weight.
How can I live without a penny in my pocket, without a cedi or dollar to my name?
I’ve got to go harder, got to be ready.
Life’s beating me down, and I’m losing weight.
They’ve let my troubles loose, echoing in my mind, bound and relentless.
Hi, my hand is raised as I step inside.
Life’s struggles keep me up at night, the ones holding me back, still running.
My rent is due, and they’ve sent reminders.
But no matter how hard they press, I have no money to pay.










","HipHop,Asakaa","The song expresses a deep struggle with life’s hardships, especially the relentless pursuit of money to escape poverty and ease pain. The singer feels trapped, constantly chased by invisible pressures and weighed down by unfulfilled goals. Despite the overwhelming challenges, there’s a determined resolve to keep pushing forward, even while feeling broken and misunderstood.










"
286,"Segment_6_Reggie - Sa Me feat. O'Kenneth, Xlimkid & City Boy.mp4","Reggie - Sa Me feat. O'Kenneth, Xlimkid & City Boy",https://www.youtube.com/watch?v=pjApTbKNbJ4,MP4,Twi,Positive,"Eh yah yah yah yah, oh oh, yeah.
I’m on a path, walking and walking, but I still haven’t arrived.
Life’s got me thinking too deep, pushing me to smoke.
Money is all I need—if you see it, tell it I’m waiting.
One head, but my heart feels like thirteen, filled with stories both real and funny.
I’m in pain, and I need money to ease it.
The one chasing me in life is the one I’m running from.
Four times over, I feel this pressure.
Yo, YGA, O’Kenneth—hear my call.
If you’re hunting me, I curse you, for that’s how you’ve shaped me.
If things had gone well, I’d be better off.
Who understands me now? I’m like a headless sheep.
I’ve barely walked, yet they ask me to run.
Money—just thinking about it drives me mad.
It’s like a wild animal, lurking; if it’s nearby, let it come find me.
Food tastes like medicine, but I eat it anyway.
Even the brightest sun casts shadows.
If you owe, pay up—these streets don’t play.
I’m struggling, feeling empty, but I still wear my colors inside.
We move together, but traps are everywhere.
Ask me what’s wrong, and I wouldn’t know where to begin.
What I see online? Much of it’s fake.
I carry heavy burdens, uncertain of what troubles me the most.
All these struggles are for the hustle.
I’ve been searching, moving forward, running far from home.
I won’t stop now, not ever, not for anything.
My heart is metal, my words come from deep within.
Yes, I’m rough around the edges, a sinner, weary from the grind.
I need relief—give me something to lift this weight.
How can I live without a penny in my pocket, without a cedi or dollar to my name?
I’ve got to go harder, got to be ready.
Life’s beating me down, and I’m losing weight.
They’ve let my troubles loose, echoing in my mind, bound and relentless.
Hi, my hand is raised as I step inside.
Life’s struggles keep me up at night, the ones holding me back, still running.
My rent is due, and they’ve sent reminders.
But no matter how hard they press, I have no money to pay.










","HipHop,Asakaa","The song expresses a deep struggle with life’s hardships, especially the relentless pursuit of money to escape poverty and ease pain. The singer feels trapped, constantly chased by invisible pressures and weighed down by unfulfilled goals. Despite the overwhelming challenges, there’s a determined resolve to keep pushing forward, even while feeling broken and misunderstood.










"
