SN,Filename,Title of Song,URL,Type,Language,Sentiment,Lyrics,Genre,Meaning of Song
11,Segment_11_A. B. Crentsil - I Go Pay You Tomorrow.mp4,A. B. Crentsil - I Go Pay You Tomorrow,https://www.youtube.com/watch?v=1EKjoY5mJFc,MP4,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I don’t know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x13",Highlife,"The song express the struggles and frustrations of an individual dealing with financial hardships and family pressures. The repetition of seeking alcohol (Akpeteshie) as a temporary escape highlights the desire to forget problems, including the constant demands for money from a spouse and children. Ultimately, the refrain ""I go pay you tomorrow"" reflects a sense of hope and the ongoing cycle of debt and responsibility amid life's challenges."
12,Segment_12_A. B. Crentsil - I Go Pay You Tomorrow.mp4,A. B. Crentsil - I Go Pay You Tomorrow,https://www.youtube.com/watch?v=1EKjoY5mJFc,MP4,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I don’t know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x14",Highlife,"The song express the struggles and frustrations of an individual dealing with financial hardships and family pressures. The repetition of seeking alcohol (Akpeteshie) as a temporary escape highlights the desire to forget problems, including the constant demands for money from a spouse and children. Ultimately, the refrain ""I go pay you tomorrow"" reflects a sense of hope and the ongoing cycle of debt and responsibility amid life's challenges."
13,Segment_13_A. B. Crentsil - I Go Pay You Tomorrow.mp4,A. B. Crentsil - I Go Pay You Tomorrow,https://www.youtube.com/watch?v=1EKjoY5mJFc,MP4,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I don’t know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x15",Highlife,"The song express the struggles and frustrations of an individual dealing with financial hardships and family pressures. The repetition of seeking alcohol (Akpeteshie) as a temporary escape highlights the desire to forget problems, including the constant demands for money from a spouse and children. Ultimately, the refrain ""I go pay you tomorrow"" reflects a sense of hope and the ongoing cycle of debt and responsibility amid life's challenges."
14,Segment_14_A. B. Crentsil - I Go Pay You Tomorrow.mp4,A. B. Crentsil - I Go Pay You Tomorrow,https://www.youtube.com/watch?v=1EKjoY5mJFc,MP4,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I don’t know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x16",Highlife,"The song express the struggles and frustrations of an individual dealing with financial hardships and family pressures. The repetition of seeking alcohol (Akpeteshie) as a temporary escape highlights the desire to forget problems, including the constant demands for money from a spouse and children. Ultimately, the refrain ""I go pay you tomorrow"" reflects a sense of hope and the ongoing cycle of debt and responsibility amid life's challenges."
15,Segment_15_A. B. Crentsil - I Go Pay You Tomorrow.mp4,A. B. Crentsil - I Go Pay You Tomorrow,https://www.youtube.com/watch?v=1EKjoY5mJFc,MP4,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I don’t know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x17",Highlife,"The song express the struggles and frustrations of an individual dealing with financial hardships and family pressures. The repetition of seeking alcohol (Akpeteshie) as a temporary escape highlights the desire to forget problems, including the constant demands for money from a spouse and children. Ultimately, the refrain ""I go pay you tomorrow"" reflects a sense of hope and the ongoing cycle of debt and responsibility amid life's challenges."
16,Segment_16_A. B. Crentsil - I Go Pay You Tomorrow.mp4,A. B. Crentsil - I Go Pay You Tomorrow,https://www.youtube.com/watch?v=1EKjoY5mJFc,MP4,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I don’t know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x18",Highlife,"The song express the struggles and frustrations of an individual dealing with financial hardships and family pressures. The repetition of seeking alcohol (Akpeteshie) as a temporary escape highlights the desire to forget problems, including the constant demands for money from a spouse and children. Ultimately, the refrain ""I go pay you tomorrow"" reflects a sense of hope and the ongoing cycle of debt and responsibility amid life's challenges."
17,Segment_17_A. B. Crentsil - I Go Pay You Tomorrow.mp4,A. B. Crentsil - I Go Pay You Tomorrow,https://www.youtube.com/watch?v=1EKjoY5mJFc,MP4,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I don’t know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x19",Highlife,"The song express the struggles and frustrations of an individual dealing with financial hardships and family pressures. The repetition of seeking alcohol (Akpeteshie) as a temporary escape highlights the desire to forget problems, including the constant demands for money from a spouse and children. Ultimately, the refrain ""I go pay you tomorrow"" reflects a sense of hope and the ongoing cycle of debt and responsibility amid life's challenges."
18,Segment_18_A. B. Crentsil - I Go Pay You Tomorrow.mp4,A. B. Crentsil - I Go Pay You Tomorrow,https://www.youtube.com/watch?v=1EKjoY5mJFc,MP4,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I don’t know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x20",Highlife,"The song express the struggles and frustrations of an individual dealing with financial hardships and family pressures. The repetition of seeking alcohol (Akpeteshie) as a temporary escape highlights the desire to forget problems, including the constant demands for money from a spouse and children. Ultimately, the refrain ""I go pay you tomorrow"" reflects a sense of hope and the ongoing cycle of debt and responsibility amid life's challenges."
19,Segment_19_A. B. Crentsil - I Go Pay You Tomorrow.mp4,A. B. Crentsil - I Go Pay You Tomorrow,https://www.youtube.com/watch?v=1EKjoY5mJFc,MP4,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I don’t know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x21",Highlife,"The song express the struggles and frustrations of an individual dealing with financial hardships and family pressures. The repetition of seeking alcohol (Akpeteshie) as a temporary escape highlights the desire to forget problems, including the constant demands for money from a spouse and children. Ultimately, the refrain ""I go pay you tomorrow"" reflects a sense of hope and the ongoing cycle of debt and responsibility amid life's challenges."
20,Segment_20_A. B. Crentsil - I Go Pay You Tomorrow.mp4,A. B. Crentsil - I Go Pay You Tomorrow,https://www.youtube.com/watch?v=1EKjoY5mJFc,MP4,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I don’t know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x22",Highlife,"The song express the struggles and frustrations of an individual dealing with financial hardships and family pressures. The repetition of seeking alcohol (Akpeteshie) as a temporary escape highlights the desire to forget problems, including the constant demands for money from a spouse and children. Ultimately, the refrain ""I go pay you tomorrow"" reflects a sense of hope and the ongoing cycle of debt and responsibility amid life's challenges."
21,Segment_1_A.B. Crentsil - Ma Me Ndwen Meho.mp4,A.B. Crentsil - Ma Me Ndwen Meho,https://www.youtube.com/watch?v=OnzYVAVfrmk,MP4,Twi,Negative,"Let me think about myself, Maame Abena x4 Let me think about myself, Maame Sikabaa x4 Let me think about myself, Maame Sarpomaa x4 Reflecting on my struggles, I realized that falling ill now could be fatal x4 Because my family has abandoned me x8 London weather is chilly and  agonizing x1 New York weather is chilly and  agonizing x1 Canada weather is  chilly. and  agonizing x1 Because my family has abandoned me x4",Highlife,"The lyrics reflect the pain and disappointment of individuals living abroad, enduring harsh conditions and sacrificing to support family back home. Despite their efforts, their contributions are often misused, leaving them feeling betrayed and abandoned by the very people they seek to help. It is a portrayal of isolation and frustration, emphasizing the emotional toll of unfulfilled promises and neglect from loved ones"
22,Segment_2_A.B. Crentsil - Ma Me Ndwen Meho.mp4,A.B. Crentsil - Ma Me Ndwen Meho,https://www.youtube.com/watch?v=OnzYVAVfrmk,MP4,Twi,Negative,"Let me think about myself, Maame Abena x4 Let me think about myself, Maame Sikabaa x4 Let me think about myself, Maame Sarpomaa x4 Reflecting on my struggles, I realized that falling ill now could be fatal x4 Because my family has abandoned me x8 London weather is chilly and  agonizing x1 New York weather is chilly and  agonizing x1 Canada weather is  chilly. and  agonizing x1 Because my family has abandoned me x5",Highlife,"The lyrics reflect the pain and disappointment of individuals living abroad, enduring harsh conditions and sacrificing to support family back home. Despite their efforts, their contributions are often misused, leaving them feeling betrayed and abandoned by the very people they seek to help. It is a portrayal of isolation and frustration, emphasizing the emotional toll of unfulfilled promises and neglect from loved ones"
23,Segment_3_A.B. Crentsil - Ma Me Ndwen Meho.mp4,A.B. Crentsil - Ma Me Ndwen Meho,https://www.youtube.com/watch?v=OnzYVAVfrmk,MP4,Twi,Negative,"Let me think about myself, Maame Abena x4 Let me think about myself, Maame Sikabaa x4 Let me think about myself, Maame Sarpomaa x4 Reflecting on my struggles, I realized that falling ill now could be fatal x4 Because my family has abandoned me x8 London weather is chilly and  agonizing x1 New York weather is chilly and  agonizing x1 Canada weather is  chilly. and  agonizing x1 Because my family has abandoned me x6",Highlife,"The lyrics reflect the pain and disappointment of individuals living abroad, enduring harsh conditions and sacrificing to support family back home. Despite their efforts, their contributions are often misused, leaving them feeling betrayed and abandoned by the very people they seek to help. It is a portrayal of isolation and frustration, emphasizing the emotional toll of unfulfilled promises and neglect from loved ones"
24,Segment_4_A.B. Crentsil - Ma Me Ndwen Meho.mp4,A.B. Crentsil - Ma Me Ndwen Meho,https://www.youtube.com/watch?v=OnzYVAVfrmk,MP4,Twi,Negative,"Let me think about myself, Maame Abena x4 Let me think about myself, Maame Sikabaa x4 Let me think about myself, Maame Sarpomaa x4 Reflecting on my struggles, I realized that falling ill now could be fatal x4 Because my family has abandoned me x8 London weather is chilly and  agonizing x1 New York weather is chilly and  agonizing x1 Canada weather is  chilly. and  agonizing x1 Because my family has abandoned me x7",Highlife,"The lyrics reflect the pain and disappointment of individuals living abroad, enduring harsh conditions and sacrificing to support family back home. Despite their efforts, their contributions are often misused, leaving them feeling betrayed and abandoned by the very people they seek to help. It is a portrayal of isolation and frustration, emphasizing the emotional toll of unfulfilled promises and neglect from loved ones"
25,Segment_5_A.B. Crentsil - Ma Me Ndwen Meho.mp4,A.B. Crentsil - Ma Me Ndwen Meho,https://www.youtube.com/watch?v=OnzYVAVfrmk,MP4,Twi,Negative,"Let me think about myself, Maame Abena x4 Let me think about myself, Maame Sikabaa x4 Let me think about myself, Maame Sarpomaa x4 Reflecting on my struggles, I realized that falling ill now could be fatal x4 Because my family has abandoned me x8 London weather is chilly and  agonizing x1 New York weather is chilly and  agonizing x1 Canada weather is  chilly. and  agonizing x1 Because my family has abandoned me x8",Highlife,"The lyrics reflect the pain and disappointment of individuals living abroad, enduring harsh conditions and sacrificing to support family back home. Despite their efforts, their contributions are often misused, leaving them feeling betrayed and abandoned by the very people they seek to help. It is a portrayal of isolation and frustration, emphasizing the emotional toll of unfulfilled promises and neglect from loved ones"
26,Segment_6_A.B. Crentsil - Ma Me Ndwen Meho.mp4,A.B. Crentsil - Ma Me Ndwen Meho,https://www.youtube.com/watch?v=OnzYVAVfrmk,MP4,Twi,Negative,"Let me think about myself, Maame Abena x4 Let me think about myself, Maame Sikabaa x4 Let me think about myself, Maame Sarpomaa x4 Reflecting on my struggles, I realized that falling ill now could be fatal x4 Because my family has abandoned me x8 London weather is chilly and  agonizing x1 New York weather is chilly and  agonizing x1 Canada weather is  chilly. and  agonizing x1 Because my family has abandoned me x9",Highlife,"The lyrics reflect the pain and disappointment of individuals living abroad, enduring harsh conditions and sacrificing to support family back home. Despite their efforts, their contributions are often misused, leaving them feeling betrayed and abandoned by the very people they seek to help. It is a portrayal of isolation and frustration, emphasizing the emotional toll of unfulfilled promises and neglect from loved ones"
27,Segment_7_A.B. Crentsil - Ma Me Ndwen Meho.mp4,A.B. Crentsil - Ma Me Ndwen Meho,https://www.youtube.com/watch?v=OnzYVAVfrmk,MP4,Twi,Negative,"Let me think about myself, Maame Abena x4 Let me think about myself, Maame Sikabaa x4 Let me think about myself, Maame Sarpomaa x4 Reflecting on my struggles, I realized that falling ill now could be fatal x4 Because my family has abandoned me x8 London weather is chilly and  agonizing x1 New York weather is chilly and  agonizing x1 Canada weather is  chilly. and  agonizing x1 Because my family has abandoned me x10",Highlife,"The lyrics reflect the pain and disappointment of individuals living abroad, enduring harsh conditions and sacrificing to support family back home. Despite their efforts, their contributions are often misused, leaving them feeling betrayed and abandoned by the very people they seek to help. It is a portrayal of isolation and frustration, emphasizing the emotional toll of unfulfilled promises and neglect from loved ones"
28,Segment_8_A.B. Crentsil - Ma Me Ndwen Meho.mp4,A.B. Crentsil - Ma Me Ndwen Meho,https://www.youtube.com/watch?v=OnzYVAVfrmk,MP4,Twi,Negative,"Let me think about myself, Maame Abena x4 Let me think about myself, Maame Sikabaa x4 Let me think about myself, Maame Sarpomaa x4 Reflecting on my struggles, I realized that falling ill now could be fatal x4 Because my family has abandoned me x8 London weather is chilly and  agonizing x1 New York weather is chilly and  agonizing x1 Canada weather is  chilly. and  agonizing x1 Because my family has abandoned me x11",Highlife,"The lyrics reflect the pain and disappointment of individuals living abroad, enduring harsh conditions and sacrificing to support family back home. Despite their efforts, their contributions are often misused, leaving them feeling betrayed and abandoned by the very people they seek to help. It is a portrayal of isolation and frustration, emphasizing the emotional toll of unfulfilled promises and neglect from loved ones"
29,Segment_9_A.B. Crentsil - Ma Me Ndwen Meho.mp4,A.B. Crentsil - Ma Me Ndwen Meho,https://www.youtube.com/watch?v=OnzYVAVfrmk,MP4,Twi,Negative,"Let me think about myself, Maame Abena x4 Let me think about myself, Maame Sikabaa x4 Let me think about myself, Maame Sarpomaa x4 Reflecting on my struggles, I realized that falling ill now could be fatal x4 Because my family has abandoned me x8 London weather is chilly and  agonizing x1 New York weather is chilly and  agonizing x1 Canada weather is  chilly. and  agonizing x1 Because my family has abandoned me x12",Highlife,"The lyrics reflect the pain and disappointment of individuals living abroad, enduring harsh conditions and sacrificing to support family back home. Despite their efforts, their contributions are often misused, leaving them feeling betrayed and abandoned by the very people they seek to help. It is a portrayal of isolation and frustration, emphasizing the emotional toll of unfulfilled promises and neglect from loved ones"
30,Segment_10_A.B. Crentsil - Ma Me Ndwen Meho.mp4,A.B. Crentsil - Ma Me Ndwen Meho,https://www.youtube.com/watch?v=OnzYVAVfrmk,MP4,Twi,Negative,"Let me think about myself, Maame Abena x4 Let me think about myself, Maame Sikabaa x4 Let me think about myself, Maame Sarpomaa x4 Reflecting on my struggles, I realized that falling ill now could be fatal x4 Because my family has abandoned me x8 London weather is chilly and  agonizing x1 New York weather is chilly and  agonizing x1 Canada weather is  chilly. and  agonizing x1 Because my family has abandoned me x13",Highlife,"The lyrics reflect the pain and disappointment of individuals living abroad, enduring harsh conditions and sacrificing to support family back home. Despite their efforts, their contributions are often misused, leaving them feeling betrayed and abandoned by the very people they seek to help. It is a portrayal of isolation and frustration, emphasizing the emotional toll of unfulfilled promises and neglect from loved ones"
