SN,Filename,Title of Song,Url,Language,Lyrics,Genre,Meaning of Song,Sentiment,Onset_Strength,Chroma_Shift,HPSS,Zero_Crossing_Rate,MFCC
81,Segment_1_Celestine Donkor - Bigger Ft. Steve Crown.mp3,Celestine Donkor - Bigger Ft. Steve Crown,https://www.youtube.com/watch?v=vjUYkU0U6VE,English,"How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, it's a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
You are big (You are bigger than any other God)
You are big
You are greater than any other God
You are great
Elololo, Elololo, Elololo
Awumamwokhatan
Elololo, Elololo, Elololo
Awumamwokhatan
Bigger than any other God (Elololo)
Bigger than many other (Elololo)
Nobody, nobody (Elololo)
Awumamwokhatan
Bigger than many other gods (Elololo)
Bigger than cancer in the body (Elololo)
Nobody, nobody (Elololo)
Awumamwokhatan
You are, you are, you are, you are, you are
You are bigger than any other God
Jesus (You are big)
You are greater (You are greater than any other God)
You are great
You are bigger than any other God
You are big
You are greater than any other God
You are great
You are bigger than any other God
You are big
You are greater than any other God
You are great",Gospel,This song tells of the strength and might of God. It tells of how big and greater He is among all.,Positive,0.76537097,0.34216267,-2.720455e-06,0.024872313673123002,"[-355.99182     148.76318      26.211115     35.495743      8.267773
    6.0802445    -7.353323     -4.5156374    -7.092598    -11.995561
   -8.58318      -6.257589     -5.9507127    -7.708        -7.8968916
   -9.67557      -4.88541      -5.0939183    -3.8086054    -2.028685
    1.1848347     1.2125136    -2.6840456    -6.2012386    -7.310126
   -5.6914587    -0.8738296     3.7662704     4.0026317     4.5528393
   -2.054904     -4.0722947    -4.1974764    -2.5773118    -0.58920705
   -3.8558633    -3.633118     -3.3884466    -1.0482712     2.0921252 ]"
82,Segment_2_Celestine Donkor - Bigger Ft. Steve Crown.mp3,Celestine Donkor - Bigger Ft. Steve Crown,https://www.youtube.com/watch?v=vjUYkU0U6VE,English,"How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, it's a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
You are big (You are bigger than any other God)
You are big
You are greater than any other God
You are great
Elololo, Elololo, Elololo
Awumamwokhatan
Elololo, Elololo, Elololo
Awumamwokhatan
Bigger than any other God (Elololo)
Bigger than many other (Elololo)
Nobody, nobody (Elololo)
Awumamwokhatan
Bigger than many other gods (Elololo)
Bigger than cancer in the body (Elololo)
Nobody, nobody (Elololo)
Awumamwokhatan
You are, you are, you are, you are, you are
You are bigger than any other God
Jesus (You are big)
You are greater (You are greater than any other God)
You are great
You are bigger than any other God
You are big
You are greater than any other God
You are great
You are bigger than any other God
You are big
You are greater than any other God
You are great",Gospel,This song tells of the strength and might of God. It tells of how big and greater He is among all.,Positive,1.0767927,0.40582493,2.5297806e-05,0.03677217279704944,"[-1.9452176e+02  1.5531723e+02 -4.8528600e+00  6.0974258e+01
 -5.7038798e+00  2.1055967e+01 -2.3072407e+00  1.1358493e+01
 -7.3537984e+00 -4.8458939e+00  6.3431525e+00  3.2396370e-01
  2.4178340e+00 -2.4155619e+00  5.8874478e+00 -8.8681097e+00
 -2.0539329e+00 -2.5591486e+00 -8.3627269e-02  5.0809550e-01
 -7.7789956e-01  4.4250283e+00  4.5460844e+00 -2.1237235e+00
 -3.2862933e+00 -1.3680422e-01 -2.8967741e+00  2.6310346e+00
  2.0092686e-03  4.2779441e+00 -7.7650958e-01 -5.1603508e+00
 -4.9408998e+00 -3.2352786e+00  2.1275418e+00 -2.5216193e+00
 -3.9703832e+00 -6.5218053e+00 -5.4384050e+00 -2.6509995e+00]"
83,Segment_3_Celestine Donkor - Bigger Ft. Steve Crown.mp3,Celestine Donkor - Bigger Ft. Steve Crown,https://www.youtube.com/watch?v=vjUYkU0U6VE,English,"How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, it's a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
You are big (You are bigger than any other God)
You are big
You are greater than any other God
You are great
Elololo, Elololo, Elololo
Awumamwokhatan
Elololo, Elololo, Elololo
Awumamwokhatan
Bigger than any other God (Elololo)
Bigger than many other (Elololo)
Nobody, nobody (Elololo)
Awumamwokhatan
Bigger than many other gods (Elololo)
Bigger than cancer in the body (Elololo)
Nobody, nobody (Elololo)
Awumamwokhatan
You are, you are, you are, you are, you are
You are bigger than any other God
Jesus (You are big)
You are greater (You are greater than any other God)
You are great
You are bigger than any other God
You are big
You are greater than any other God
You are great
You are bigger than any other God
You are big
You are greater than any other God
You are great",Gospel,This song tells of the strength and might of God. It tells of how big and greater He is among all.,Positive,1.1528838,0.40538824,2.9781817e-05,0.037914221366626796,"[-186.06377     156.99474       4.201455     58.166363    -16.352535
   27.92893     -11.9512825    14.954992     -2.4632745    -1.1378152
    3.2928493     3.4864943     1.6087558    -5.1263847    10.957003
   -8.762698      2.3455875     0.60962164    2.0295584     1.0722182
    3.5875776     0.64075917    0.22946289    1.2182934    -2.5566583
   -2.6042018    -4.616712      2.2808237    -1.5854665     3.2018464
   -2.7935948    -4.3536673    -3.886468     -1.3052626     1.1618336
   -1.9515617    -3.744225     -6.7899294    -3.8751686    -3.5918405 ]"
84,Segment_4_Celestine Donkor - Bigger Ft. Steve Crown.mp3,Celestine Donkor - Bigger Ft. Steve Crown,https://www.youtube.com/watch?v=vjUYkU0U6VE,English,"How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, it's a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
You are big (You are bigger than any other God)
You are big
You are greater than any other God
You are great
Elololo, Elololo, Elololo
Awumamwokhatan
Elololo, Elololo, Elololo
Awumamwokhatan
Bigger than any other God (Elololo)
Bigger than many other (Elololo)
Nobody, nobody (Elololo)
Awumamwokhatan
Bigger than many other gods (Elololo)
Bigger than cancer in the body (Elololo)
Nobody, nobody (Elololo)
Awumamwokhatan
You are, you are, you are, you are, you are
You are bigger than any other God
Jesus (You are big)
You are greater (You are greater than any other God)
You are great
You are bigger than any other God
You are big
You are greater than any other God
You are great
You are bigger than any other God
You are big
You are greater than any other God
You are great",Gospel,This song tells of the strength and might of God. It tells of how big and greater He is among all.,Positive,1.1191897,0.3931156,3.6290523e-05,0.05440325333931419,"[-1.65581223e+02  1.46693680e+02 -9.32133579e+00  6.16241035e+01
 -2.16369152e+01  3.45040512e+01 -1.16044235e+01  9.78372192e+00
  2.67723846e+00  9.98515308e-01  8.57334852e-01  3.50921345e+00
  1.78589690e+00 -8.42821598e+00  7.79220963e+00 -8.45444870e+00
  6.97521830e+00  3.79349279e+00  3.28664446e+00  4.95658129e-01
  2.91763735e+00 -1.41522002e+00 -4.12121820e+00  1.31164467e+00
 -3.60931611e+00 -2.35266519e+00 -2.76276422e+00  2.95681000e+00
 -1.54505577e-03  2.04513359e+00 -1.65174425e-01  2.75959939e-01
 -2.44163752e+00  1.50302541e+00  2.45055127e+00 -8.53891015e-01
 -1.22764575e+00 -6.56731749e+00 -4.11773729e+00 -3.70525646e+00]"
85,Segment_5_Celestine Donkor - Bigger Ft. Steve Crown.mp3,Celestine Donkor - Bigger Ft. Steve Crown,https://www.youtube.com/watch?v=vjUYkU0U6VE,English,"How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, it's a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
You are big (You are bigger than any other God)
You are big
You are greater than any other God
You are great
Elololo, Elololo, Elololo
Awumamwokhatan
Elololo, Elololo, Elololo
Awumamwokhatan
Bigger than any other God (Elololo)
Bigger than many other (Elololo)
Nobody, nobody (Elololo)
Awumamwokhatan
Bigger than many other gods (Elololo)
Bigger than cancer in the body (Elololo)
Nobody, nobody (Elololo)
Awumamwokhatan
You are, you are, you are, you are, you are
You are bigger than any other God
Jesus (You are big)
You are greater (You are greater than any other God)
You are great
You are bigger than any other God
You are big
You are greater than any other God
You are great
You are bigger than any other God
You are big
You are greater than any other God
You are great",Gospel,This song tells of the strength and might of God. It tells of how big and greater He is among all.,Positive,1.1322273,0.41530773,2.783362e-05,0.049562883148923445,"[-155.53825     141.2413       -5.9751763    55.046364    -17.46601
   29.425285     -7.6675467    13.73574       0.71430403    1.0802021
    7.5040746     4.7543197     0.6187792    -6.082789      6.59477
  -10.1464        6.2833157     3.1026301     1.4802766     5.145545
    6.415031      0.7700323    -0.57819694    1.7362467    -5.570823
   -4.856193     -1.2706299     2.861421     -0.39371666    3.6342828
   -1.9414247    -3.3262444    -4.5890536    -0.27877945    0.9180939
   -2.39236      -2.4834287    -7.3523893    -3.3110793    -2.0579534 ]"
86,Segment_6_Celestine Donkor - Bigger Ft. Steve Crown.mp3,Celestine Donkor - Bigger Ft. Steve Crown,https://www.youtube.com/watch?v=vjUYkU0U6VE,English,"How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, it's a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
You are big (You are bigger than any other God)
You are big
You are greater than any other God
You are great
Elololo, Elololo, Elololo
Awumamwokhatan
Elololo, Elololo, Elololo
Awumamwokhatan
Bigger than any other God (Elololo)
Bigger than many other (Elololo)
Nobody, nobody (Elololo)
Awumamwokhatan
Bigger than many other gods (Elololo)
Bigger than cancer in the body (Elololo)
Nobody, nobody (Elololo)
Awumamwokhatan
You are, you are, you are, you are, you are
You are bigger than any other God
Jesus (You are big)
You are greater (You are greater than any other God)
You are great
You are bigger than any other God
You are big
You are greater than any other God
You are great
You are bigger than any other God
You are big
You are greater than any other God
You are great",Gospel,This song tells of the strength and might of God. It tells of how big and greater He is among all.,Positive,1.0862951,0.4636558,6.512582e-05,0.03756611655203349,"[-1.4543175e+02  1.5032759e+02 -7.8209066e+00  5.2951878e+01
 -1.9977198e+01  2.5361132e+01 -6.7638993e+00  1.5719843e+01
  2.8016989e+00 -9.1570002e-01  7.0332108e+00  6.3627305e+00
  5.1085167e+00 -1.4905664e+00  7.7240376e+00 -7.3480840e+00
  3.6862266e-01 -3.9044278e+00  3.3284755e+00 -7.6110846e-01
 -2.5901178e-01  4.4443717e+00  1.0644472e+00 -7.3732831e-02
 -1.5178549e+00  1.7193866e-01 -5.3049469e+00 -1.7640071e+00
 -3.2577202e+00  2.1506376e+00 -1.6415200e+00 -3.1204758e+00
 -2.7420139e+00 -1.0229897e+00  2.1706383e+00 -6.6964036e-01
 -2.4640455e+00 -9.0539112e+00 -6.6031957e+00 -4.1665139e+00]"
87,Segment_7_Celestine Donkor - Bigger Ft. Steve Crown.mp3,Celestine Donkor - Bigger Ft. Steve Crown,https://www.youtube.com/watch?v=vjUYkU0U6VE,English,"How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, it's a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
You are big (You are bigger than any other God)
You are big
You are greater than any other God
You are great
Elololo, Elololo, Elololo
Awumamwokhatan
Elololo, Elololo, Elololo
Awumamwokhatan
Bigger than any other God (Elololo)
Bigger than many other (Elololo)
Nobody, nobody (Elololo)
Awumamwokhatan
Bigger than many other gods (Elololo)
Bigger than cancer in the body (Elololo)
Nobody, nobody (Elololo)
Awumamwokhatan
You are, you are, you are, you are, you are
You are bigger than any other God
Jesus (You are big)
You are greater (You are greater than any other God)
You are great
You are bigger than any other God
You are big
You are greater than any other God
You are great
You are bigger than any other God
You are big
You are greater than any other God
You are great",Gospel,This song tells of the strength and might of God. It tells of how big and greater He is among all.,Positive,1.116467,0.47763115,-3.9748164e-05,0.04036263643839713,"[-1.4290900e+02  1.5143159e+02 -8.9685860e+00  5.1951630e+01
 -2.0625055e+01  2.7484941e+01 -6.5235724e+00  1.4474466e+01
  3.0021593e-01 -3.5950551e+00  6.7909846e+00  5.3568454e+00
  5.9609208e+00 -3.3657971e-01  7.9596081e+00 -8.3635693e+00
 -9.7949840e-02 -1.6176353e+00  2.6807303e+00 -9.7776198e-01
 -6.5407717e-01  3.1555955e+00  1.1859993e+00 -8.7991875e-01
 -1.2189014e+00  1.6902120e+00 -2.6764657e+00 -4.2454302e-01
 -4.3399749e+00  1.8046737e+00 -1.6336341e+00 -3.4151554e+00
 -2.1001878e+00 -1.3117030e+00  4.5477635e-01 -1.9243692e+00
 -2.4949372e+00 -7.2507873e+00 -4.5713997e+00 -2.5098610e+00]"
88,Segment_8_Celestine Donkor - Bigger Ft. Steve Crown.mp3,Celestine Donkor - Bigger Ft. Steve Crown,https://www.youtube.com/watch?v=vjUYkU0U6VE,English,"How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, it's a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
You are big (You are bigger than any other God)
You are big
You are greater than any other God
You are great
Elololo, Elololo, Elololo
Awumamwokhatan
Elololo, Elololo, Elololo
Awumamwokhatan
Bigger than any other God (Elololo)
Bigger than many other (Elololo)
Nobody, nobody (Elololo)
Awumamwokhatan
Bigger than many other gods (Elololo)
Bigger than cancer in the body (Elololo)
Nobody, nobody (Elololo)
Awumamwokhatan
You are, you are, you are, you are, you are
You are bigger than any other God
Jesus (You are big)
You are greater (You are greater than any other God)
You are great
You are bigger than any other God
You are big
You are greater than any other God
You are great
You are bigger than any other God
You are big
You are greater than any other God
You are great",Gospel,This song tells of the strength and might of God. It tells of how big and greater He is among all.,Positive,1.0744171,0.46955714,-3.6681704e-05,0.03582014117324561,"[-1.4656230e+02  1.5435576e+02 -5.0906878e+00  5.1948017e+01
 -1.9973101e+01  2.4422218e+01 -6.6886916e+00  1.4747302e+01
 -1.4399624e-02 -1.8720405e+00  5.3798070e+00  3.8652880e+00
  6.0164046e+00 -1.1685532e+00  8.0824986e+00 -7.0748482e+00
  2.3556943e+00 -8.4531140e-01  1.7067398e+00 -6.6128874e-01
  1.5053232e+00  4.6849909e+00  1.0010761e+00  2.5565174e-01
 -1.0144689e+00  1.1987164e+00 -4.1522408e+00 -9.4307941e-01
 -2.6114473e+00  2.2177186e+00 -9.0605628e-01 -3.6288190e+00
 -3.3263471e+00 -2.2279947e+00  1.0533284e+00 -7.7926046e-01
 -2.9892604e+00 -8.2271156e+00 -5.7603545e+00 -2.8218629e+00]"
89,Segment_9_Celestine Donkor - Bigger Ft. Steve Crown.mp3,Celestine Donkor - Bigger Ft. Steve Crown,https://www.youtube.com/watch?v=vjUYkU0U6VE,English,"How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, it's a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
You are big (You are bigger than any other God)
You are big
You are greater than any other God
You are great
Elololo, Elololo, Elololo
Awumamwokhatan
Elololo, Elololo, Elololo
Awumamwokhatan
Bigger than any other God (Elololo)
Bigger than many other (Elololo)
Nobody, nobody (Elololo)
Awumamwokhatan
Bigger than many other gods (Elololo)
Bigger than cancer in the body (Elololo)
Nobody, nobody (Elololo)
Awumamwokhatan
You are, you are, you are, you are, you are
You are bigger than any other God
Jesus (You are big)
You are greater (You are greater than any other God)
You are great
You are bigger than any other God
You are big
You are greater than any other God
You are great
You are bigger than any other God
You are big
You are greater than any other God
You are great",Gospel,This song tells of the strength and might of God. It tells of how big and greater He is among all.,Positive,1.0916241,0.41767573,-0.00010560686,0.04926033567583732,"[-1.2483675e+02  1.5027036e+02 -1.3320163e+01  5.9370983e+01
 -2.4120970e+01  2.3828833e+01 -9.8525515e+00  1.0744529e+01
  5.0942850e-01 -3.5091093e-01  7.3098459e+00  3.7442739e+00
  4.4434824e+00 -4.4866657e+00  7.7392545e+00 -7.1462064e+00
  1.1428162e+00 -8.8698685e-02  4.2465715e+00  2.6722076e+00
  2.2062120e+00  2.7359142e+00 -1.0164602e-01 -6.3393450e-01
 -4.2253718e+00 -3.2456454e-02 -3.3312829e+00 -1.9729378e+00
 -2.8046117e+00  2.3895342e+00 -1.5158046e+00 -2.6229079e+00
 -2.5673087e+00 -2.6902163e+00  4.3864447e-01 -7.4980694e-01
 -1.3918990e+00 -6.4752512e+00 -3.4086516e+00 -1.4129586e+00]"
90,Segment_10_Celestine Donkor - Bigger Ft. Steve Crown.mp3,Celestine Donkor - Bigger Ft. Steve Crown,https://www.youtube.com/watch?v=vjUYkU0U6VE,English,"How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, it's a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
You are big (You are bigger than any other God)
You are big
You are greater than any other God
You are great
Elololo, Elololo, Elololo
Awumamwokhatan
Elololo, Elololo, Elololo
Awumamwokhatan
Bigger than any other God (Elololo)
Bigger than many other (Elololo)
Nobody, nobody (Elololo)
Awumamwokhatan
Bigger than many other gods (Elololo)
Bigger than cancer in the body (Elololo)
Nobody, nobody (Elololo)
Awumamwokhatan
You are, you are, you are, you are, you are
You are bigger than any other God
Jesus (You are big)
You are greater (You are greater than any other God)
You are great
You are bigger than any other God
You are big
You are greater than any other God
You are great
You are bigger than any other God
You are big
You are greater than any other God
You are great",Gospel,This song tells of the strength and might of God. It tells of how big and greater He is among all.,Positive,1.0678366,0.43582705,7.8844576e-05,0.04769386401016747,"[-1.20763405e+02  1.49748657e+02 -1.02747831e+01  5.74075470e+01
 -2.71195240e+01  2.94272671e+01 -1.33051519e+01  7.74755621e+00
  4.41867447e+00  9.23226416e-01  3.38285422e+00  4.84464169e+00
  3.48851180e+00 -7.24044132e+00  6.25112438e+00 -1.16297579e+01
  1.91871774e+00  1.12111771e+00  1.08833861e+00 -3.76448840e-01
  3.46385312e+00  2.36809993e+00 -8.37481320e-01  2.45674896e+00
 -2.55043459e+00 -2.37100530e+00 -5.78461790e+00 -5.52218616e-01
 -3.08999372e+00  1.75215614e+00 -2.34092698e-02 -2.76728892e+00
 -2.71123004e+00 -3.14971775e-01  1.38386130e+00  6.29969835e-02
 -1.59221435e+00 -8.33263683e+00 -2.57711816e+00 -1.36065578e+00]"
91,Segment_11_Celestine Donkor - Bigger Ft. Steve Crown.mp3,Celestine Donkor - Bigger Ft. Steve Crown,https://www.youtube.com/watch?v=vjUYkU0U6VE,English,"How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, it's a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
You are big (You are bigger than any other God)
You are big
You are greater than any other God
You are great
Elololo, Elololo, Elololo
Awumamwokhatan
Elololo, Elololo, Elololo
Awumamwokhatan
Bigger than any other God (Elololo)
Bigger than many other (Elololo)
Nobody, nobody (Elololo)
Awumamwokhatan
Bigger than many other gods (Elololo)
Bigger than cancer in the body (Elololo)
Nobody, nobody (Elololo)
Awumamwokhatan
You are, you are, you are, you are, you are
You are bigger than any other God
Jesus (You are big)
You are greater (You are greater than any other God)
You are great
You are bigger than any other God
You are big
You are greater than any other God
You are great
You are bigger than any other God
You are big
You are greater than any other God
You are great",Gospel,This song tells of the strength and might of God. It tells of how big and greater He is among all.,Positive,1.0489495,0.50591904,-7.465461e-05,0.03171452913177831,"[-1.4611362e+02  1.5799651e+02 -1.3512498e+01  5.0788246e+01
 -3.0868449e+00  2.6014437e+01 -9.9519663e+00  6.6868038e+00
 -1.6528655e+00  2.7925205e+00  1.4634211e+00  2.1772802e+00
  5.1264710e+00 -1.5236196e-01  5.8018436e+00 -4.6606436e+00
  4.8506780e+00 -1.2923781e+00  3.1939805e+00 -1.6151274e+00
  1.2185619e+00  1.7838058e+00  8.6534739e-01 -8.9955181e-01
 -4.9804168e+00 -3.1159878e+00 -4.3367391e+00  1.2237890e+00
 -1.4610057e+00  2.3426142e+00 -3.6421791e-01 -8.9465760e-02
 -2.7736824e+00 -1.7387353e+00 -2.9827619e-01 -5.1167387e-01
 -3.5642931e+00 -8.6442795e+00 -4.4574604e+00 -3.2909853e+00]"
92,Segment_12_Celestine Donkor - Bigger Ft. Steve Crown.mp3,Celestine Donkor - Bigger Ft. Steve Crown,https://www.youtube.com/watch?v=vjUYkU0U6VE,English,"How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, it's a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
You are big (You are bigger than any other God)
You are big
You are greater than any other God
You are great
Elololo, Elololo, Elololo
Awumamwokhatan
Elololo, Elololo, Elololo
Awumamwokhatan
Bigger than any other God (Elololo)
Bigger than many other (Elololo)
Nobody, nobody (Elololo)
Awumamwokhatan
Bigger than many other gods (Elololo)
Bigger than cancer in the body (Elololo)
Nobody, nobody (Elololo)
Awumamwokhatan
You are, you are, you are, you are, you are
You are bigger than any other God
Jesus (You are big)
You are greater (You are greater than any other God)
You are great
You are bigger than any other God
You are big
You are greater than any other God
You are great
You are bigger than any other God
You are big
You are greater than any other God
You are great",Gospel,This song tells of the strength and might of God. It tells of how big and greater He is among all.,Positive,1.1415569,0.3855679,3.745886e-05,0.033375230512360445,"[-1.8381345e+02  1.4282582e+02  6.1319942e+00  5.3969791e+01
 -1.4784623e+01  1.9989664e+01 -8.2339249e+00  8.7765951e+00
  1.3697878e-01 -2.7805607e+00 -1.7817473e-01  5.6633244e+00
  6.9941182e+00 -1.9701142e+00  7.4193449e+00 -5.5090733e+00
  1.1534357e+00 -3.7848961e-01  1.6397619e+00 -5.9271646e+00
 -2.1912029e+00 -6.3367510e-01 -4.7003336e+00  2.4673267e-01
 -4.9096408e-01  2.0300386e+00 -6.0235387e-01  1.8232704e+00
 -9.7439444e-01  2.5140460e+00  2.1082551e+00 -1.8047066e+00
  2.6407002e-02  3.7632692e+00  8.6767054e-01 -2.0076065e+00
 -4.0247021e+00 -6.8226333e+00 -3.1754553e+00 -1.5238498e+00]"
93,Segment_13_Celestine Donkor - Bigger Ft. Steve Crown.mp3,Celestine Donkor - Bigger Ft. Steve Crown,https://www.youtube.com/watch?v=vjUYkU0U6VE,English,"How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, it's a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
How can I describe
A mighty God like You?
You are bigger than any other God
Oh, what a privilege
To worship at Your throne
You are bigger than any other God
You are big (You are bigger than any other God)
You are big
You are greater than any other God
You are great
Elololo, Elololo, Elololo
Awumamwokhatan
Elololo, Elololo, Elololo
Awumamwokhatan
Bigger than any other God (Elololo)
Bigger than many other (Elololo)
Nobody, nobody (Elololo)
Awumamwokhatan
Bigger than many other gods (Elololo)
Bigger than cancer in the body (Elololo)
Nobody, nobody (Elololo)
Awumamwokhatan
You are, you are, you are, you are, you are
You are bigger than any other God
Jesus (You are big)
You are greater (You are greater than any other God)
You are great
You are bigger than any other God
You are big
You are greater than any other God
You are great
You are bigger than any other God
You are big
You are greater than any other God
You are great",Gospel,This song tells of the strength and might of God. It tells of how big and greater He is among all.,Positive,1.2245262,0.33206555,-1.2751686e-06,0.03686211934310207,"[-2.0375803e+02  1.3717868e+02  9.6442537e+00  5.0103252e+01
 -1.7267130e+01  1.9165138e+01 -1.2240573e+01  5.4529219e+00
  2.5795540e-01 -5.2301126e+00 -1.8708603e+00  1.9479870e+00
  5.3278236e+00 -2.4501650e+00  6.6026068e+00 -6.2732973e+00
 -1.5285876e+00 -1.1461672e-01  1.3526574e+00 -5.7786980e+00
 -3.6299703e+00 -3.1473926e-01 -4.2720590e+00 -2.6618991e+00
 -3.4334311e-01  3.1615086e+00  6.0102540e-01  3.1974046e+00
 -2.7200642e-01  6.6321307e-01  1.4770286e+00 -6.5680742e-01
 -3.2185367e-01  1.7983989e+00 -4.7670561e-01 -1.4896091e+00
 -3.5653579e+00 -5.4663730e+00 -3.2513235e+00 -1.4526349e+00]"
