SN,Filename,Title of Song,URL,Language,TYPE,Sentiment,Lyrics,Genre,Meaning of Song,,,,,,,,,,,,,,,,
55,Segment_20_Atta Boafo - Double Double.mp3,Atta Boafo - Double Double,https://www.youtube.com/watch?v=Bho1JbB1gTA,English,MP3,Positive,"my God is good e o!
Hey, my God is good e o!
Everything na double double o
Promotion na double double o (na double double o)
Your money double double o (na double double o)
Your business double double o (na double double o)
Your health go double double o (na double double o)
Your children double double o (na double double o)
Your anointing double double o (na double double o)
Somebody scream, Hallelujah
In the morning when I wake up,
I will sing my praise unto You my Lord
I will shout, I will dance to You
You have been my help, forever and ever
Hey, our God is good o! (Hey, our God is good o!) Everything na double double o
Promotion na double double o (na double double o)
Your money double double o (na double double o)
Your business double double o (na double double o)
Your health go double double o (na double double o)
Your children double double o (na double double o)
Your anointing double double o (na double double o)
Hey, my God is good o! (Hey, my God is good o!) 
You are worthy Lord (x4)
Praise the Lord! (x6)
In the morning 
Praise the Lord!
In the evening
Praise the Lord!
In good times
Praise the Lord!
And in bad times
Praise the Lord!
Turn around
Clap your hands
Somebody scream
Hey, my God is good e o!
Hey, my God is good e o!
Everything na double double o
Your healing go double double o (na double double o)
Your deliverance double double o (na double double o)
You are worthy Lord",Gospel,"This joyous song is about the goodness and mercies of God. And how grateful the singer is for what the Lord has done for him. It is filled with dance, joy and a lot of positive energy.",,,,,,,,,,,,,,,,
56,Segment_1_Bernice Offei - It's By Grace.mp3,Bernice Offei - It's By Grace,https://www.youtube.com/watch?v=1WBCznV4oHg,English,MP3,Positive,"In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more Some have money, but they are looking for love Some have love, but they are looking for marriage Some have marriage, but they are crying for children Everybody somewhere, Is looking for more Some have boys, but they are looking for girls Those who have girls, will do anything for boys Some have education, but they are looking for jobs Now those who have jobs, are crying for promotion The Lord's ways are not Your ways No matter what your case, some would love to take your place So seek ye first (The kingdom of God) And all other things, shall be added unto you In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more All you have is just by grace And everything you seek Is not your right, It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace It's by grace, It's by grace It's by grace, It's not your right It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace The Lord's ways are not your ways No matter what your case, some would love to take your place So seek ye first (The kingdom of God) And all other things, shall be added unto you All you have is just by grace, and everything you seek Is not your right, It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace It's by grace (Grace), It's by grace (Grace) It's just grace (Grace) It's not your right, It's by grace (Grace) It's by grace (Grace), It's by grace No matter what we have, it's by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord",Gospel,"In this world, everyone is looking for something and everyone is looking for more. This song tells of the want of everyone irrespective of what they have. It cites examples of such and admonishes Christians to seek God first and all others shall be added unto them.",,,,,,,,,,,,,,,,
57,Segment_2_Bernice Offei - It's By Grace.mp3,Bernice Offei - It's By Grace,https://www.youtube.com/watch?v=1WBCznV4oHg,English,MP3,Positive,"In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more Some have money, but they are looking for love Some have love, but they are looking for marriage Some have marriage, but they are crying for children Everybody somewhere, Is looking for more Some have boys, but they are looking for girls Those who have girls, will do anything for boys Some have education, but they are looking for jobs Now those who have jobs, are crying for promotion The Lord's ways are not Your ways No matter what your case, some would love to take your place So seek ye first (The kingdom of God) And all other things, shall be added unto you In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more All you have is just by grace And everything you seek Is not your right, It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace It's by grace, It's by grace It's by grace, It's not your right It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace The Lord's ways are not your ways No matter what your case, some would love to take your place So seek ye first (The kingdom of God) And all other things, shall be added unto you All you have is just by grace, and everything you seek Is not your right, It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace It's by grace (Grace), It's by grace (Grace) It's just grace (Grace) It's not your right, It's by grace (Grace) It's by grace (Grace), It's by grace No matter what we have, it's by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord",Gospel,"In this world, everyone is looking for something and everyone is looking for more. This song tells of the want of everyone irrespective of what they have. It cites examples of such and admonishes Christians to seek God first and all others shall be added unto them.",,,,,,,,,,,,,,,,
58,Segment_3_Bernice Offei - It's By Grace.mp3,Bernice Offei - It's By Grace,https://www.youtube.com/watch?v=1WBCznV4oHg,English,MP3,Positive,"In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more Some have money, but they are looking for love Some have love, but they are looking for marriage Some have marriage, but they are crying for children Everybody somewhere, Is looking for more Some have boys, but they are looking for girls Those who have girls, will do anything for boys Some have education, but they are looking for jobs Now those who have jobs, are crying for promotion The Lord's ways are not Your ways No matter what your case, some would love to take your place So seek ye first (The kingdom of God) And all other things, shall be added unto you In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more All you have is just by grace And everything you seek Is not your right, It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace It's by grace, It's by grace It's by grace, It's not your right It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace The Lord's ways are not your ways No matter what your case, some would love to take your place So seek ye first (The kingdom of God) And all other things, shall be added unto you All you have is just by grace, and everything you seek Is not your right, It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace It's by grace (Grace), It's by grace (Grace) It's just grace (Grace) It's not your right, It's by grace (Grace) It's by grace (Grace), It's by grace No matter what we have, it's by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord",Gospel,"In this world, everyone is looking for something and everyone is looking for more. This song tells of the want of everyone irrespective of what they have. It cites examples of such and admonishes Christians to seek God first and all others shall be added unto them.",,,,,,,,,,,,,,,,
59,Segment_4_Bernice Offei - It's By Grace.mp3,Bernice Offei - It's By Grace,https://www.youtube.com/watch?v=1WBCznV4oHg,English,MP3,Positive,"In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more Some have money, but they are looking for love Some have love, but they are looking for marriage Some have marriage, but they are crying for children Everybody somewhere, Is looking for more Some have boys, but they are looking for girls Those who have girls, will do anything for boys Some have education, but they are looking for jobs Now those who have jobs, are crying for promotion The Lord's ways are not Your ways No matter what your case, some would love to take your place So seek ye first (The kingdom of God) And all other things, shall be added unto you In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more All you have is just by grace And everything you seek Is not your right, It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace It's by grace, It's by grace It's by grace, It's not your right It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace The Lord's ways are not your ways No matter what your case, some would love to take your place So seek ye first (The kingdom of God) And all other things, shall be added unto you All you have is just by grace, and everything you seek Is not your right, It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace It's by grace (Grace), It's by grace (Grace) It's just grace (Grace) It's not your right, It's by grace (Grace) It's by grace (Grace), It's by grace No matter what we have, it's by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord",Gospel,"In this world, everyone is looking for something and everyone is looking for more. This song tells of the want of everyone irrespective of what they have. It cites examples of such and admonishes Christians to seek God first and all others shall be added unto them.",,,,,,,,,,,,,,,,
60,Segment_5_Bernice Offei - It's By Grace.mp3,Bernice Offei - It's By Grace,https://www.youtube.com/watch?v=1WBCznV4oHg,English,MP3,Positive,"In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more Some have money, but they are looking for love Some have love, but they are looking for marriage Some have marriage, but they are crying for children Everybody somewhere, Is looking for more Some have boys, but they are looking for girls Those who have girls, will do anything for boys Some have education, but they are looking for jobs Now those who have jobs, are crying for promotion The Lord's ways are not Your ways No matter what your case, some would love to take your place So seek ye first (The kingdom of God) And all other things, shall be added unto you In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more All you have is just by grace And everything you seek Is not your right, It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace It's by grace, It's by grace It's by grace, It's not your right It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace The Lord's ways are not your ways No matter what your case, some would love to take your place So seek ye first (The kingdom of God) And all other things, shall be added unto you All you have is just by grace, and everything you seek Is not your right, It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace It's by grace (Grace), It's by grace (Grace) It's just grace (Grace) It's not your right, It's by grace (Grace) It's by grace (Grace), It's by grace No matter what we have, it's by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord",Gospel,"In this world, everyone is looking for something and everyone is looking for more. This song tells of the want of everyone irrespective of what they have. It cites examples of such and admonishes Christians to seek God first and all others shall be added unto them.",,,,,,,,,,,,,,,,
61,Segment_6_Bernice Offei - It's By Grace.mp3,Bernice Offei - It's By Grace,https://www.youtube.com/watch?v=1WBCznV4oHg,English,MP3,Positive,"In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more Some have money, but they are looking for love Some have love, but they are looking for marriage Some have marriage, but they are crying for children Everybody somewhere, Is looking for more Some have boys, but they are looking for girls Those who have girls, will do anything for boys Some have education, but they are looking for jobs Now those who have jobs, are crying for promotion The Lord's ways are not Your ways No matter what your case, some would love to take your place So seek ye first (The kingdom of God) And all other things, shall be added unto you In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more All you have is just by grace And everything you seek Is not your right, It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace It's by grace, It's by grace It's by grace, It's not your right It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace The Lord's ways are not your ways No matter what your case, some would love to take your place So seek ye first (The kingdom of God) And all other things, shall be added unto you All you have is just by grace, and everything you seek Is not your right, It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace It's by grace (Grace), It's by grace (Grace) It's just grace (Grace) It's not your right, It's by grace (Grace) It's by grace (Grace), It's by grace No matter what we have, it's by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord",Gospel,"In this world, everyone is looking for something and everyone is looking for more. This song tells of the want of everyone irrespective of what they have. It cites examples of such and admonishes Christians to seek God first and all others shall be added unto them.",,,,,,,,,,,,,,,,
62,Segment_7_Bernice Offei - It's By Grace.mp3,Bernice Offei - It's By Grace,https://www.youtube.com/watch?v=1WBCznV4oHg,English,MP3,Positive,"In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more Some have money, but they are looking for love Some have love, but they are looking for marriage Some have marriage, but they are crying for children Everybody somewhere, Is looking for more Some have boys, but they are looking for girls Those who have girls, will do anything for boys Some have education, but they are looking for jobs Now those who have jobs, are crying for promotion The Lord's ways are not Your ways No matter what your case, some would love to take your place So seek ye first (The kingdom of God) And all other things, shall be added unto you In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more All you have is just by grace And everything you seek Is not your right, It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace It's by grace, It's by grace It's by grace, It's not your right It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace The Lord's ways are not your ways No matter what your case, some would love to take your place So seek ye first (The kingdom of God) And all other things, shall be added unto you All you have is just by grace, and everything you seek Is not your right, It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace It's by grace (Grace), It's by grace (Grace) It's just grace (Grace) It's not your right, It's by grace (Grace) It's by grace (Grace), It's by grace No matter what we have, it's by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord",Gospel,"In this world, everyone is looking for something and everyone is looking for more. This song tells of the want of everyone irrespective of what they have. It cites examples of such and admonishes Christians to seek God first and all others shall be added unto them.",,,,,,,,,,,,,,,,
63,Segment_8_Bernice Offei - It's By Grace.mp3,Bernice Offei - It's By Grace,https://www.youtube.com/watch?v=1WBCznV4oHg,English,MP3,Positive,"In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more Some have money, but they are looking for love Some have love, but they are looking for marriage Some have marriage, but they are crying for children Everybody somewhere, Is looking for more Some have boys, but they are looking for girls Those who have girls, will do anything for boys Some have education, but they are looking for jobs Now those who have jobs, are crying for promotion The Lord's ways are not Your ways No matter what your case, some would love to take your place So seek ye first (The kingdom of God) And all other things, shall be added unto you In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more All you have is just by grace And everything you seek Is not your right, It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace It's by grace, It's by grace It's by grace, It's not your right It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace The Lord's ways are not your ways No matter what your case, some would love to take your place So seek ye first (The kingdom of God) And all other things, shall be added unto you All you have is just by grace, and everything you seek Is not your right, It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace It's by grace (Grace), It's by grace (Grace) It's just grace (Grace) It's not your right, It's by grace (Grace) It's by grace (Grace), It's by grace No matter what we have, it's by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord",Gospel,"In this world, everyone is looking for something and everyone is looking for more. This song tells of the want of everyone irrespective of what they have. It cites examples of such and admonishes Christians to seek God first and all others shall be added unto them.",,,,,,,,,,,,,,,,
64,Segment_9_Bernice Offei - It's By Grace.mp3,Bernice Offei - It's By Grace,https://www.youtube.com/watch?v=1WBCznV4oHg,English,MP3,Positive,"In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more Some have money, but they are looking for love Some have love, but they are looking for marriage Some have marriage, but they are crying for children Everybody somewhere, Is looking for more Some have boys, but they are looking for girls Those who have girls, will do anything for boys Some have education, but they are looking for jobs Now those who have jobs, are crying for promotion The Lord's ways are not Your ways No matter what your case, some would love to take your place So seek ye first (The kingdom of God) And all other things, shall be added unto you In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more All you have is just by grace And everything you seek Is not your right, It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace It's by grace, It's by grace It's by grace, It's not your right It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace The Lord's ways are not your ways No matter what your case, some would love to take your place So seek ye first (The kingdom of God) And all other things, shall be added unto you All you have is just by grace, and everything you seek Is not your right, It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace It's by grace (Grace), It's by grace (Grace) It's just grace (Grace) It's not your right, It's by grace (Grace) It's by grace (Grace), It's by grace No matter what we have, it's by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord",Gospel,"In this world, everyone is looking for something and everyone is looking for more. This song tells of the want of everyone irrespective of what they have. It cites examples of such and admonishes Christians to seek God first and all others shall be added unto them.",,,,,,,,,,,,,,,,
65,Segment_10_Bernice Offei - It's By Grace.mp3,Bernice Offei - It's By Grace,https://www.youtube.com/watch?v=1WBCznV4oHg,English,MP3,Positive,"In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more Some have money, but they are looking for love Some have love, but they are looking for marriage Some have marriage, but they are crying for children Everybody somewhere, Is looking for more Some have boys, but they are looking for girls Those who have girls, will do anything for boys Some have education, but they are looking for jobs Now those who have jobs, are crying for promotion The Lord's ways are not Your ways No matter what your case, some would love to take your place So seek ye first (The kingdom of God) And all other things, shall be added unto you In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more All you have is just by grace And everything you seek Is not your right, It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace It's by grace, It's by grace It's by grace, It's not your right It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace The Lord's ways are not your ways No matter what your case, some would love to take your place So seek ye first (The kingdom of God) And all other things, shall be added unto you All you have is just by grace, and everything you seek Is not your right, It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace It's by grace (Grace), It's by grace (Grace) It's just grace (Grace) It's not your right, It's by grace (Grace) It's by grace (Grace), It's by grace No matter what we have, it's by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord",Gospel,"In this world, everyone is looking for something and everyone is looking for more. This song tells of the want of everyone irrespective of what they have. It cites examples of such and admonishes Christians to seek God first and all others shall be added unto them.",,,,,,,,,,,,,,,,
66,Segment_11_Bernice Offei - It's By Grace.mp3,Bernice Offei - It's By Grace,https://www.youtube.com/watch?v=1WBCznV4oHg,English,MP3,Positive,"In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more Some have money, but they are looking for love Some have love, but they are looking for marriage Some have marriage, but they are crying for children Everybody somewhere, Is looking for more Some have boys, but they are looking for girls Those who have girls, will do anything for boys Some have education, but they are looking for jobs Now those who have jobs, are crying for promotion The Lord's ways are not Your ways No matter what your case, some would love to take your place So seek ye first (The kingdom of God) And all other things, shall be added unto you In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more All you have is just by grace And everything you seek Is not your right, It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace It's by grace, It's by grace It's by grace, It's not your right It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace The Lord's ways are not your ways No matter what your case, some would love to take your place So seek ye first (The kingdom of God) And all other things, shall be added unto you All you have is just by grace, and everything you seek Is not your right, It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace It's by grace (Grace), It's by grace (Grace) It's just grace (Grace) It's not your right, It's by grace (Grace) It's by grace (Grace), It's by grace No matter what we have, it's by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord",Gospel,"In this world, everyone is looking for something and everyone is looking for more. This song tells of the want of everyone irrespective of what they have. It cites examples of such and admonishes Christians to seek God first and all others shall be added unto them.",,,,,,,,,,,,,,,,
67,Segment_12_Bernice Offei - It's By Grace.mp3,Bernice Offei - It's By Grace,https://www.youtube.com/watch?v=1WBCznV4oHg,English,MP3,Positive,"In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more Some have money, but they are looking for love Some have love, but they are looking for marriage Some have marriage, but they are crying for children Everybody somewhere, Is looking for more Some have boys, but they are looking for girls Those who have girls, will do anything for boys Some have education, but they are looking for jobs Now those who have jobs, are crying for promotion The Lord's ways are not Your ways No matter what your case, some would love to take your place So seek ye first (The kingdom of God) And all other things, shall be added unto you In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more All you have is just by grace And everything you seek Is not your right, It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace It's by grace, It's by grace It's by grace, It's not your right It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace The Lord's ways are not your ways No matter what your case, some would love to take your place So seek ye first (The kingdom of God) And all other things, shall be added unto you All you have is just by grace, and everything you seek Is not your right, It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace It's by grace (Grace), It's by grace (Grace) It's just grace (Grace) It's not your right, It's by grace (Grace) It's by grace (Grace), It's by grace No matter what we have, it's by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord",Gospel,"In this world, everyone is looking for something and everyone is looking for more. This song tells of the want of everyone irrespective of what they have. It cites examples of such and admonishes Christians to seek God first and all others shall be added unto them.",,,,,,,,,,,,,,,,
68,Segment_13_Bernice Offei - It's By Grace.mp3,Bernice Offei - It's By Grace,https://www.youtube.com/watch?v=1WBCznV4oHg,English,MP3,Positive,"In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more Some have money, but they are looking for love Some have love, but they are looking for marriage Some have marriage, but they are crying for children Everybody somewhere, Is looking for more Some have boys, but they are looking for girls Those who have girls, will do anything for boys Some have education, but they are looking for jobs Now those who have jobs, are crying for promotion The Lord's ways are not Your ways No matter what your case, some would love to take your place So seek ye first (The kingdom of God) And all other things, shall be added unto you In this world, everybody is looking for something In this world, everybody is looking more In this world, everybody is looking for something No matter what they have, everybody is looking more All you have is just by grace And everything you seek Is not your right, It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace It's by grace, It's by grace It's by grace, It's not your right It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace The Lord's ways are not your ways No matter what your case, some would love to take your place So seek ye first (The kingdom of God) And all other things, shall be added unto you All you have is just by grace, and everything you seek Is not your right, It's by grace It's by grace, It's by grace So give God praise, for it's only by His grace It's by grace (Grace), It's by grace (Grace) It's just grace (Grace) It's not your right, It's by grace (Grace) It's by grace (Grace), It's by grace No matter what we have, it's by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord In this world, we live by the grace of the Most High In this world, we live by the grace of the Lord In this world, we live by the grace of the Most High No matter what we have, It is by the grace of the Lord",Gospel,"In this world, everyone is looking for something and everyone is looking for more. This song tells of the want of everyone irrespective of what they have. It cites examples of such and admonishes Christians to seek God first and all others shall be added unto them.",,,,,,,,,,,,,,,,
